Entity,Year,"Gross value added of Agriculture to GDP (GGDC, 2017)","Gross value added of Mining to GDP (GGDC, 2017)","Gross value added of Manufacturing to GDP (GGDC, 2017)","Gross value added of Utilities to GDP (GGDC, 2017)","Gross value added of Construction to GDP (GGDC, 2017)","Gross value added of Trade, Restaurants and Hotel to GDP (GGDC, 2017)","Gross value added of Transport, Storage and Communication to GDP (GGDC, 2017)","Gross value added of Finance, insurance, real estate and business services to GDP (GGDC, 2017)","Gross value added of government services to GDP (GGDC, 2017)","Gross value added of Community, social and personal services to GDP (GGDC, 2017)","Summation of all sectors GDP (GGDC, 2017)"

