Entity,Year,Cropland (HYDE (2017)),Grazing (HYDE (2017)),Total Irrigated Area (HYDE (2017)),Irrigated Non-rice Crops (HYDE (2017)),Irrigated Rice (HYDE (2017)),Pastureland (HYDE (2017)),Rangeland (HYDE (2017)),Total Rainfed Area (HYDE (2017)),Rainfed Non-rice Crops (HYDE (2017)),Total Rice Area (HYDE (2017)),Built-up Area (HYDE (2017)),Total population (HYDE (2017)),Urban population (HYDE (2017)),Rural Population (HYDE (2017)),Agricultural area (crops & grazing) (HYDE (2017)),Cropland per capita (HYDE (2017)),Grazing land per capita (HYDE (2017)),Agricultural land per capita (HYDE (2017))
Africa,-10000,0,0,,,,,,,,,1,,,,0,0,,0
Africa,-9000,0,0,,,,,,,,,2,,,,0,0,,0
Africa,-8000,0,0,,,,,,,,,4,,,,0,0,,0
Africa,-7000,7711.773,0,,,,,,,,,7,,,,7711.773,0.011509142,,0.011509142
Africa,-6000,164918.4,0,,,,,,,,,14,,,,164918.4,0.168429385,,0.168429385
Africa,-5000,839165.19,5845343.4,,,,,,,,,30,,,,6684508.59,0.580913205,,4.627359848
Africa,-4000,4396548.49,11206709.32,,,,,,,,,107,,,,15603257.81,1.952985288,,6.931103577
Africa,-3000,6526042.73,19398754.11,,,,,,,,,361,,,,25924796.84,1.62840318,,6.468854613
Africa,-2000,6605706.6,33224739.58,,,,,,,,,621,,,,39830446.18,1.089204512,,6.567579266
Africa,-1000,8585603.8,58420146.87,,,,,,,,,977,,,,67005750.67,0.954750413,,7.451283521
Africa,0,11746738.4,90431003.32,,,,,,,,,2033,,,,102177741.7,0.793277286,,6.900237227
Africa,100,12469700.6,96468641.28,,,,,,,,,2409,,,,108938341.9,0.770452738,,6.730862792
Africa,200,13286179.3,102255677.7,,,,,,,,,2820,,,,115541857,0.748364191,,6.508070254
Africa,300,13610254.9,108043701.5,,,,,,,,,2865,,,,121653956.4,0.727364364,,6.501476516
Africa,400,14120194.9,114815292.1,,,,,,,,,2893,,,,128935487,0.707011541,,6.455922035
Africa,500,14855204.4,123255320.9,,,,,,,,,2808,,,,138110525.3,0.691439107,,6.428388036
Africa,600,15891169.8,133191039.4,,,,,,,,,2704,,,,149082209.2,0.67665859,,6.348038488
Africa,700,17737918.9,145041774,,,,,,,,,3167,,,,162779692.9,0.655435809,,6.014890487
Africa,800,20184093,159441590.7,,,,,,,,,3860,,,,179625683.7,0.638646924,,5.683554384
Africa,900,22340921,171199329.8,,,,,,,,,4714,,,,193540250.8,0.627626575,,5.43715296
Africa,1000,24504007,182478247.2,,,,,,,,,5851,,,,206982254.2,0.617595155,,5.21674832
Africa,1100,25619321,192777718.8,,,,,,,,,6491,,,,218397039.8,0.606707523,,5.171999956
Africa,1200,27039863,202625424.4,,,,,,,,,9174,,,,229665287.4,0.596975882,,5.070463467
Africa,1300,29795152,218386115.7,,,,,,,,,18662,,,,248181267.7,0.588095353,,4.898590559
Africa,1400,31892684,233600808.4,,,,,,,,,21258,,,,265493492.4,0.584997063,,4.869860221
Africa,1500,33877583.61,241899423.7,,,,,,,,,24884,,,,275777007.3,0.581484171,,4.733512471
Africa,1600,39650249.2,263667781,,,,,,,,,32913,,,,303318030.2,0.581571455,,4.448928108
Africa,1700,43621693.5,314629578,,,,,,,,,38019,,,,358251271.5,0.583024035,,4.788193332
Africa,1710,43513624.4,307970701,,,,,,,,,41463,,,,351484325.4,0.586884732,,4.740602214
Africa,1720,43851430.9,312919744,,,,,,,,,45667,,,,356771174.9,0.587709203,,4.781547568
Africa,1730,44213570.9,318096584,,,,,,,,,50272,,,,362310154.9,0.588493799,,4.822439698
Africa,1740,44601616.9,323443029,,,,,,,,,55304,,,,368044645.9,0.589234172,,4.862256067
Africa,1750,45017079,329090324,,,,,,,,,60795,,,,374107403,0.58993695,,4.902578866
Africa,1760,45461896.3,335132746,,,,,,,,,66771,,,,380594642.3,0.590607406,,4.944404717
Africa,1770,45938444.1,341735860,,,,,,,,,73277,,,,387674304.1,0.591230498,,4.989391269
Africa,1780,46450313.7,349194408,,,,,,,,,80423,,,,395644721.7,0.591829582,,5.040961653
Africa,1790,47001082.6,358067288,,,,,,,,,88267,,,,405068370.6,0.59237195,,5.105225818
Africa,1800,47595227.6,369497234,,,,,,,,,96849,,,,417092461.6,0.592892505,,5.195709879
Africa,1810,49057036.5,385745694,,,,,,,,,106220,,,,434802730.5,0.599779949,,5.315974594
Africa,1820,49907460.4,394266326,,,,,,,,,117119,,,,444173786.4,0.597966791,,5.321873159
Africa,1830,51860681.4,408568902,,,,,,,,,131508,,,,460429583.4,0.594861423,,5.281299622
Africa,1840,53938422.8,416712193,,,,,,,,,147465,,,,470650615.8,0.591375842,,5.160169498
Africa,1850,56201319.6,426291543,,,,,,,,,165420,,,,482492862.6,0.588273069,,5.050371751
Africa,1860,58517906.2,436599582,,,,,,,,,184863,,,,495117488.2,0.589463276,,4.987423431
Africa,1870,61220747.5,447111780,,,,,,,,,210064,,,,508332527.5,0.58577153,,4.863820427
Africa,1880,64768461,465074500,,,,,,,,,244542,,,,529842961,0.583146703,,4.770472713
Africa,1890,68308209,478090610,,,,,,,,,287167,,,,546398819,0.573658147,,4.588703736
Africa,1900,72672992,496807930,,,,,,,,,341370,,,,569480922,0.568769057,,4.456994518
Africa,1910,77732762,518385210,,,,,,,,,415654,,,,596117972,0.566200728,,4.342087184
Africa,1920,83493312,543652480,,,,,,,,,451789,,,,627145792,0.562709065,,4.2266933
Africa,1930,91308942,578223050,,,,,,,,,497545,,,,669531992,0.561187706,,4.114965246
Africa,1940,104055453,633156250,,,,,,,,,561987,,,,737211703,0.565748728,,4.008214573
Africa,1950,131676760,753631890,,,,,,,,,700194,,,,885308650,0.579576451,,3.896694038
Africa,1960,168869400,872642530,,,,,,,,,951886,,,,1041511930,0.59263521,,3.655112421
Africa,1970,184069910,871184590,,,,,,,,,1392652,,,,1055254500,0.500228371,,2.867759534
Africa,1980,193629540,875479010,,,,,,,,,1941163,,,,1069108550,0.401340926,,2.215968779
Africa,1990,207217500,885376680,,,,,,,,,2754612,,,,1092594180,0.326436199,,1.721197734
Africa,2000,223549680,880636190,,,,,,,,,3770593,,,,1104185870,0.27635225,,1.36499524
Africa,2001,225574920,883412170,,,,,,,,,3892685,,,,1108987090,0.271640236,,1.335456598
Africa,2002,229082960,884140100,,,,,,,,,4017714,,,,1113223060,0.268909664,,1.306759957
Africa,2003,235530300,885051460,,,,,,,,,4146375,,,,1120581760,0.269676393,,1.283038516
Africa,2004,238157590,886597610,,,,,,,,,4278144,,,,1124755200,0.266136937,,1.256894241
Africa,2005,243916090,889496200,,,,,,,,,4413136,,,,1133412290,0.266181536,,1.236873814
Africa,2006,247221640,890239700,,,,,,,,,4553057,,,,1137461340,0.263609238,,1.21286032
Africa,2007,249615150,889848040,,,,,,,,,4693612,,,,1139463190,0.260200929,,1.187785999
Africa,2008,251366600,889855200,,,,,,,,,4836887,,,,1141221800,0.256286274,,1.163557461
Africa,2009,253137070,889936240,,,,,,,,,4982419,,,,1143073310,0.252559591,,1.140465631
Africa,2010,258603450,889692050,,,,,,,,,5129589,,,,1148295500,0.252598602,,1.121631743
Africa,2011,264645210,889380760,,,,,,,,,5300528,,,,1154025970,0.252465338,,1.100913774
Africa,2012,273621250,889149440,,,,,,,,,5483463,,,,1162770690,0.255072907,,1.083948341
Africa,2013,277080800,889008200,,,,,,,,,5664734,,,,1166089000,0.252535982,,1.062792624
Africa,2014,284290080,888676640,,,,,,,,,5854377,,,,1172966720,0.253454711,,1.045741522
Africa,2015,290790517,888369190,,,,,,,,,6048972,,,,1179159707,0.253713569,,1.028812151
Africa,2016,296972060,888088030,,,,,,,,,6235010,,,,1185060090,0.253689704,,1.012342858
Brazil,-10000,0,0,,,,,,,,,0,,,,0,0,,0
Brazil,-9000,0,0,,,,,,,,,0,,,,0,0,,0
Brazil,-8000,0,0,,,,,,,,,0,,,,0,0,,0
Brazil,-7000,0,0,,,,,,,,,0,,,,0,0,,0
Brazil,-6000,0,0,,,,,,,,,0,,,,0,0,,0
Brazil,-5000,0,0,,,,,,,,,0,,,,0,0,,0
Brazil,-4000,8300.002,0,,,,,,,,,0,,,,8300.002,0.003912113,,0.003912113
Brazil,-3000,17200.08,0,,,,,,,,,0,,,,17200.08,0.006176834,,0.006176834
Brazil,-2000,33700.01,0,,,,,,,,,0,,,,33700.01,0.009220776,,0.009220776
Brazil,-1000,67800.18,0,,,,,,,,,0,,,,67800.18,0.014134237,,0.014134237
Brazil,0,135200.6,0,,,,,,,,,0,,,,135200.6,0.021474316,,0.021474316
Brazil,100,144700.1,0,,,,,,,,,0,,,,144700.1,0.021450838,,0.021450838
Brazil,200,154399.8,0,,,,,,,,,0,,,,154399.8,0.021362893,,0.021362893
Brazil,300,165100.2,0,,,,,,,,,0,,,,165100.2,0.021320594,,0.021320594
Brazil,400,176600.1,0,,,,,,,,,1,,,,176600.1,0.021285034,,0.021285034
Brazil,500,188799.7,0,,,,,,,,,3,,,,188799.7,0.021238573,,0.021238573
Brazil,600,201800.1,0,,,,,,,,,8,,,,201800.1,0.02118751,,0.02118751
Brazil,700,215501,0,,,,,,,,,26,,,,215501,0.021117686,,0.021117686
Brazil,800,230301.5,0,,,,,,,,,83,,,,230301.5,0.021063411,,0.021063411
Brazil,900,234302.2,0,,,,,,,,,254,,,,234302.2,0.021044205,,0.021044205
Brazil,1000,238401.9,0,,,,,,,,,775,,,,238401.9,0.021029374,,0.021029374
Brazil,1100,264001.8,0,,,,,,,,,2577,,,,264001.8,0.021006878,,0.021006878
Brazil,1200,289801.8,0,,,,,,,,,8488,,,,289801.8,0.021003002,,0.021003002
Brazil,1300,315602.3,0,,,,,,,,,27736,,,,315602.3,0.020999753,,0.020999753
Brazil,1400,341303.4,0,,,,,,,,,33808,,,,341303.4,0.020990801,,0.020990801
Brazil,1500,393903.5,0,,,,,,,,,42672,,,,393903.5,0.021021697,,0.021021697
Brazil,1600,104211.8,487941.7,,,,,,,,,2214,,,,592153.5,0.117387608,,0.66702123
Brazil,1700,136523.2,975557.4,,,,,,,,,1506,,,,1112080.6,0.247655114,,2.017330735
Brazil,1710,148625.8,1062206,,,,,,,,,1897,,,,1210831.8,0.234366184,,1.909345677
Brazil,1720,161027.6,1157420,,,,,,,,,2403,,,,1318447.6,0.219590048,,1.797940053
Brazil,1730,175230.3,1262252,,,,,,,,,3059,,,,1437482.3,0.205564702,,1.686327196
Brazil,1740,190632.4,1377917,,,,,,,,,3916,,,,1568549.4,0.19135632,,1.574505913
Brazil,1750,207634.6,1505846,,,,,,,,,5039,,,,1713480.6,0.177390572,,1.463895244
Brazil,1760,226837,1647726,,,,,,,,,6519,,,,1874563,0.164069801,,1.355859837
Brazil,1770,247740.7,1805540,,,,,,,,,8477,,,,2053280.7,0.150916651,,1.250800726
Brazil,1780,271543.7,1981687,,,,,,,,,11080,,,,2253230.7,0.138610736,,1.150172023
Brazil,1790,298147.3,2179004,,,,,,,,,14553,,,,2477151.3,0.126907212,,1.054406208
Brazil,1800,328352.4,2575721,,,,,,,,,19205,,,,2904073.4,0.115998203,,1.025932183
Brazil,1810,406654,3114455,,,,,,,,,26933,,,,3521109,0.112195951,,0.971474946
Brazil,1820,499257.5,4333633,,,,,,,,,36226,,,,4832890.5,0.112161695,,1.085742705
Brazil,1830,634061.1,5574999,,,,,,,,,50385,,,,6209060.1,0.112169878,,1.0984265
Brazil,1840,769466.4,6946312,,,,,,,,,66989,,,,7715778.4,0.112135239,,1.124429411
Brazil,1850,906372.6,8681480,,,,,,,,,86396,,,,9587852.6,0.112169329,,1.186557268
Brazil,1860,1044279,10887290,,,,,,,,,109019,,,,11931569,0.112171635,,1.281634128
Brazil,1870,1183586,13707340,,,,,,,,,135355,,,,14890926,0.112151826,,1.411003972
Brazil,1880,1316899,17340120,,,,,,,,,164919,,,,18657019,0.112169091,,1.589143022
Brazil,1890,1635807,22063180,,,,,,,,,224371,,,,23698987,0.112166626,,1.625029973
Brazil,1900,1981818,28283860,,,,,,,,,297754,,,,30265678,0.112154042,,1.712779944
Brazil,1910,2498129,36620820,,,,,,,,,411076,,,,39118949,0.112151978,,1.756221352
Brazil,1920,6668145,48058860,,,,,,,,,583997,,,,54727005,0.215651851,,1.769904511
Brazil,1930,12488950,64236580,,,,,,,,,794940,,,,76725530,0.303576318,,1.865012982
Brazil,1940,18261130,87995140,,,,,,,,,828490,,,,106256270,0.435145836,,2.531988627
Brazil,1950,19408210,107966300,,,,,,,,,1072701,,,,127374510,0.359580885,,2.359900221
Brazil,1960,28396170,122140400,,,,,,,,,1445129,,,,150536570,0.390360689,,2.069418489
Brazil,1970,41259300,154142700,,,,,,,,,1627064,,,,195402000,0.429435065,,2.033783187
Brazil,1980,52864040,171129200,,,,,,,,,1627176,,,,223993240,0.434338837,,1.840361865
Brazil,1990,57408610,184202800,,,,,,,,,1713134,,,,241611410,0.383616871,,1.614500213
Brazil,2000,65200720,196211900,,,,,,,,,2251848,,,,261412620,0.373802855,,1.498707127
Brazil,2001,66465700,197007100,,,,,,,,,2311445,,,,263472800,0.376622508,,1.492947292
Brazil,2002,68868200,197005800,,,,,,,,,2373669,,,,265874000,0.385750961,,1.489238152
Brazil,2003,71969340,196500000,,,,,,,,,2438251,,,,268469340,0.398541646,,1.486691594
Brazil,2004,75632110,196501400,,,,,,,,,2505154,,,,272133510,0.414118229,,1.490047642
Brazil,2005,76432510,196001100,,,,,,,,,2574891,,,,272433610,0.413847479,,1.475104803
Brazil,2006,76784310,195998900,,,,,,,,,2646760,,,,272783210,0.411184875,,1.46077148
Brazil,2007,75637960,196002100,,,,,,,,,2721137,,,,271640060,0.400643186,,1.438837578
Brazil,2008,77500460,195998000,,,,,,,,,2797571,,,,273498460,0.406098484,,1.433118073
Brazil,2009,77540080,195997500,,,,,,,,,2876440,,,,273537580,0.40198731,,1.418087731
Brazil,2010,77463440,195998100,,,,,,,,,2957258,,,,273461540,0.397365338,,1.402779649
Brazil,2011,79373460,196006300,,,,,,,,,3021685,,,,275379760,0.40388969,,1.401262409
Brazil,2012,79605250,195986600,,,,,,,,,3087269,,,,275591850,0.401839161,,1.391159475
Brazil,2013,80109860,195987000,,,,,,,,,3153484,,,,276096860,0.401187509,,1.382683874
Brazil,2014,81002370,196007600,,,,,,,,,3221165,,,,277009970,0.40247429,,1.376371962
Brazil,2015,81855260,196005400,,,,,,,,,3289368,,,,277860660,0.403546902,,1.369854652
Brazil,2016,82297200,196006800,,,,,,,,,3358012,,,,278304000,0.4025893,,1.361434077
Canada,-10000,0,0,,,,,,,,,0,,,,0,0,,0
Canada,-9000,0,0,,,,,,,,,0,,,,0,0,,0
Canada,-8000,0,0,,,,,,,,,0,,,,0,0,,0
Canada,-7000,0,0,,,,,,,,,0,,,,0,0,,0
Canada,-6000,0,0,,,,,,,,,0,,,,0,0,,0
Canada,-5000,0,0,,,,,,,,,0,,,,0,0,,0
Canada,-4000,0,0,,,,,,,,,0,,,,0,0,,0
Canada,-3000,0,0,,,,,,,,,0,,,,0,0,,0
Canada,-2000,0,0,,,,,,,,,0,,,,0,0,,0
Canada,-1000,0,0,,,,,,,,,0,,,,0,0,,0
Canada,0,0,0,,,,,,,,,0,,,,0,0,,0
Canada,100,0,0,,,,,,,,,0,,,,0,0,,0
Canada,200,0,0,,,,,,,,,0,,,,0,0,,0
Canada,300,0,0,,,,,,,,,0,,,,0,0,,0
Canada,400,0,0,,,,,,,,,0,,,,0,0,,0
Canada,500,0,0,,,,,,,,,0,,,,0,0,,0
Canada,600,0,0,,,,,,,,,0,,,,0,0,,0
Canada,700,0,0,,,,,,,,,0,,,,0,0,,0
Canada,800,0,0,,,,,,,,,0,,,,0,0,,0
Canada,900,0,0,,,,,,,,,1,,,,0,0,,0
Canada,1000,0,0,,,,,,,,,3,,,,0,0,,0
Canada,1100,0,0,,,,,,,,,10,,,,0,0,,0
Canada,1200,0,0,,,,,,,,,37,,,,0,0,,0
Canada,1300,0,0,,,,,,,,,126,,,,0,0,,0
Canada,1400,0,0,,,,,,,,,140,,,,0,0,,0
Canada,1500,999.9996,0,,,,,,,,,182,,,,999.9996,0.004999991,,0.004999991
Canada,1600,999.9993,0,,,,,,,,,211,,,,999.9993,0.004999989,,0.004999989
Canada,1700,22503.2,0,,,,,,,,,211,,,,22503.2,0.112515831,,0.112515831
Canada,1710,29551.96,0,,,,,,,,,255,,,,29551.96,0.130021774,,0.130021774
Canada,1720,39420.53,0,,,,,,,,,323,,,,39420.53,0.149156682,,0.149156682
Canada,1730,51666.65,0,,,,,,,,,408,,,,51666.65,0.167634459,,0.167634459
Canada,1740,69021.09,0,,,,,,,,,513,,,,69021.09,0.191500503,,0.191500503
Canada,1750,91443.15,0,,,,,,,,,643,,,,91443.15,0.216396512,,0.216396512
Canada,1760,122193.3,0,,,,,,,,,807,,,,122193.3,0.24603989,,0.24603989
Canada,1770,163927.7,40916.88,,,,,,,,,1015,,,,204844.58,0.280218865,,0.350162393
Canada,1780,220271.4,61375.34,,,,,,,,,1283,,,,281646.74,0.319004045,,0.407889764
Canada,1790,297921.1,92062.76,,,,,,,,,1632,,,,389983.86,0.364850699,,0.477595859
Canada,1800,434376,138095,,,,,,,,,2095,,,,572471,0.449071088,,0.591837889
Canada,1810,593860.8,225502.6,,,,,,,,,2716,,,,819363.4,0.517483361,,0.713983691
Canada,1820,815682.2,338259.6,,,,,,,,,3594,,,,1153941.8,0.5931682,,0.839152283
Canada,1830,1125665,507372.8,,,,,,,,,4818,,,,1633037.8,0.6816024,,0.988822148
Canada,1840,1563047,761080.3,,,,,,,,,6553,,,,2324127.3,0.786309372,,1.169179863
Canada,1850,2177984,1141580,,,,,,,,,9045,,,,3319564,0.908326344,,1.384421296
Canada,1860,3540646,1712395,,,,,,,,,15015,,,,5253041,1.042084896,,1.546077943
Canada,1870,4908126,2574614,,,,,,,,,20858,,,,7482740,1.260935535,,1.922373786
Canada,1880,6088163,3137105,,,,,,,,,26608,,,,9225268,1.3419604,,2.033444955
Canada,1890,7635577,4012424,,,,,,,,,34026,,,,11648001,1.49735223,,2.284196764
Canada,1900,8389981,4046474,,,,,,,,,39728,,,,12436455,1.522507945,,2.256811016
Canada,1910,14486810,5858334,,,,,,,,,53572,,,,20345144,2.00118274,,2.81044281
Canada,1920,20241880,9629938,,,,,,,,,67121,,,,29871818,2.28718319,,3.375295179
Canada,1930,23599910,12290640,,,,,,,,,81929,,,,35890550,2.252718569,,3.425915965
Canada,1940,33177430,15739000,,,,,,,,,94366,,,,48916430,2.838093553,,4.184453245
Canada,1950,42754930,15738500,,,,,,,,,114555,,,,58493430,3.112396385,,4.25809936
Canada,1960,52332120,17035600,,,,,,,,,162245,,,,69367720,2.922116494,,3.873348887
Canada,1970,52605140,16060980,,,,,,,,,219559,,,,68666120,2.422322421,,3.161886501
Canada,1980,50295330,15920900,,,,,,,,,252619,,,,66216230,2.051507909,,2.7009092
Canada,1990,51753980,15902950,,,,,,,,,294428,,,,67656930,1.868308495,,2.442401861
Canada,2000,52165290,15435010,,,,,,,,,344901,,,,67600300,1.701007269,,2.204312516
Canada,2001,52109620,15390940,,,,,,,,,349776,,,,67500560,1.680831861,,2.177277284
Canada,2002,52116440,15399980,,,,,,,,,354677,,,,67516420,1.663088272,,2.154517198
Canada,2003,52123640,15410020,,,,,,,,,359603,,,,67533660,1.645732612,,2.132282908
Canada,2004,52130540,15419930,,,,,,,,,364552,,,,67550470,1.62872645,,2.11049487
Canada,2005,52137700,15429930,,,,,,,,,369430,,,,67567630,1.612081859,,2.089170611
Canada,2006,52144590,15441030,,,,,,,,,374529,,,,67585620,1.59577029,,2.068308992
Canada,2007,52148770,15293340,,,,,,,,,379555,,,,67442110,1.579703,,2.04297251
Canada,2008,52148560,15145690,,,,,,,,,384604,,,,67294250,1.563836739,,2.018027352
Canada,2009,52148520,14998150,,,,,,,,,389679,,,,67146670,1.548281937,,1.993574819
Canada,2010,48416990,14850560,,,,,,,,,394778,,,,63267550,1.423345075,,1.85991644
Canada,2011,47893360,14702980,,,,,,,,,401465,,,,62596340,1.392608324,,1.820130894
Canada,2012,50744760,14600010,,,,,,,,,408181,,,,65344770,1.459615699,,1.879568494
Canada,2013,48151490,14437500,,,,,,,,,414926,,,,62588990,1.370252358,,1.781101916
Canada,2014,47771180,14300740,,,,,,,,,421859,,,,62071920,1.345091873,,1.747757438
Canada,2015,48285400,14165370,,,,,,,,,428767,,,,62450770,1.345366572,,1.740053481
Canada,2016,47912430,14030090,,,,,,,,,435730,,,,61942520,1.321181925,,1.708060682
China,-10000,0,0,,,,,,,,,18,,,,0,0,,0
China,-9000,0,0,,,,,,,,,37,,,,0,0,,0
China,-8000,693.7143,0,,,,,,,,,77,,,,693.7143,0.001076264,,0.001076264
China,-7000,30821.84,0,,,,,,,,,160,,,,30821.84,0.029018076,,0.029018076
China,-6000,125557.9,5489072,,,,,,,,,333,,,,5614629.9,0.071578569,,3.200811515
China,-5000,469682.8,12730610,,,,,,,,,693,,,,13200292.8,0.161839323,,4.548445138
China,-4000,1348454,20160350,,,,,,,,,1444,,,,21508804,0.280430503,,4.473066731
China,-3000,3010894,32160110,,,,,,,,,3009,,,,35171004,0.377470664,,4.409329006
China,-2000,6214298,51654220,,,,,,,,,6269,,,,57868518,0.469201891,,4.369281631
China,-1000,12276030,55202760,,,,,,,,,7836,,,,67478790,0.917010047,,5.040613974
China,0,24351020,93407580,,,,,,,,,43700,,,,117758600,0.417181311,,2.017438579
China,100,22071750,45632520,,,,,,,,,48425,,,,67704270,0.425859841,,1.30630918
China,200,18969780,42398070,,,,,,,,,50813,,,,61367850,0.435201966,,1.407892393
China,300,10020820,32442650,,,,,,,,,32221,,,,42463470,0.448611906,,1.901003931
China,400,13854250,37856420,,,,,,,,,44147,,,,51710670,0.453896375,,1.694157797
China,500,17448200,42897680,,,,,,,,,54813,,,,60345880,0.462221311,,1.598626322
China,600,23841650,50981610,,,,,,,,,73865,,,,74823260,0.47075391,,1.477386934
China,700,20263830,47942910,,,,,,,,,61302,,,,68206740,0.480480893,,1.617267581
China,800,16332830,44769640,,,,,,,,,48140,,,,61102470,0.490435551,,1.834760024
China,900,20088520,50309470,,,,,,,,,58292,,,,70397990,0.499968292,,1.752083421
China,1000,19230660,50854570,,,,,,,,,54115,,,,70085230,0.514615433,,1.875491584
China,1100,47339380,89480970,,,,,,,,,173384,,,,136820350,0.517993405,,1.497105348
China,1200,55273720,107312900,,,,,,,,,213460,,,,162586620,0.528885065,,1.555705589
China,1300,44203680,99997470,,,,,,,,,142125,,,,144201150,0.545792904,,1.780484441
China,1400,40267840,79401690,,,,,,,,,126657,,,,119669530,0.558930571,,1.661051568
China,1500,52407230,90962910,,,,,,,,,162220,,,,143370140,0.569206753,,1.557175447
China,1600,57237010,95623790,,,,,,,,,174317,,,,152860800,0.578943517,,1.546163386
China,1700,59931520,97590760,,,,,,,,,177696,,,,157522280,0.593191271,,1.559126842
China,1710,62584360,100935100,,,,,,,,,186190,,,,163519460,0.591629545,,1.54580064
China,1720,65516880,110377700,,,,,,,,,213858,,,,175894580,0.54013888,,1.450122493
China,1730,66873310,115725300,,,,,,,,,227548,,,,182598610,0.51873155,,1.416404541
China,1740,67549910,125497000,,,,,,,,,256132,,,,193046910,0.466160209,,1.33221181
China,1750,68749230,145498200,,,,,,,,,319259,,,,214247430,0.381239258,,1.188079216
China,1760,69536800,156823200,,,,,,,,,352916,,,,226360000,0.349212661,,1.136776181
China,1770,70492680,170476600,,,,,,,,,394385,,,,240969280,0.317123035,,1.084040347
China,1780,72408270,201199000,,,,,,,,,493558,,,,273607270,0.260532806,,0.984468621
China,1790,74690170,214923500,,,,,,,,,540408,,,,289613670,0.248096629,,0.962003103
China,1800,76837620,213102800,,,,,,,,,534330,,,,289940420,0.260970598,,0.98475102
China,1810,80238340,240995400,,,,,,,,,631730,,,,321233740,0.232953201,,0.932626822
China,1820,82792720,248448500,,,,,,,,,658856,,,,331241220,0.233001444,,0.932203732
China,1830,84013220,269345700,,,,,,,,,732797,,,,353358920,0.214835763,,0.90359747
China,1840,84517850,283954600,,,,,,,,,783471,,,,368472450,0.204324039,,0.890791462
China,1850,85017540,296505700,,,,,,,,,827254,,,,381523240,0.196773379,,0.883036806
China,1860,85349270,295754100,,,,,,,,,822849,,,,381103370,0.200867576,,0.896918161
China,1870,85247950,259615800,,,,,,,,,708485,,,,344863750,0.236050231,,0.954922293
China,1880,85675320,259953000,,,,,,,,,725417,,,,345628320,0.23440902,,0.945644507
China,1890,88068460,269900200,,,,,,,,,790555,,,,357968660,0.233574632,,0.949402294
China,1900,90565140,286843100,,,,,,,,,961592,,,,377408240,0.225283207,,0.938813086
China,1910,93649150,303815700,,,,,,,,,1657275,,,,397464850,0.220057173,,0.933964602
China,1920,99396590,315714200,,,,,,,,,1845612,,,,415110790,0.20929746,,0.874090688
China,1930,104160300,312833800,,,,,,,,,1871337,,,,416994100,0.211351507,,0.846122099
China,1940,104515300,315023000,,,,,,,,,1885860,,,,419538300,0.198437807,,0.796555723
China,1950,105177100,310100600,,,,,,,,,1904563,,,,415277700,0.192985891,,0.761978955
China,1960,106024000,367269500,,,,,,,,,2046580,,,,473293500,0.163960183,,0.731921914
China,1970,105374400,402281800,,,,,,,,,2278273,,,,507656200,0.126941085,,0.61155678
China,1980,105409200,457916800,,,,,,,,,2483942,,,,563326000,0.105152911,,0.561956344
China,1990,132632100,524780400,,,,,,,,,3364186,,,,657412500,0.11362907,,0.563220901
China,2000,130374400,520041100,,,,,,,,,4326265,,,,650415500,0.100813635,,0.502941916
China,2001,132767400,519956900,,,,,,,,,4448607,,,,652724300,0.102080728,,0.501859433
China,2002,131769800,519961600,,,,,,,,,4573549,,,,651731400,0.100741268,,0.498264758
China,2003,129862500,506721500,,,,,,,,,4701665,,,,636584000,0.098724745,,0.483947199
China,2004,135770000,506610100,,,,,,,,,4840469,,,,642380100,0.102638048,,0.48562009
China,2005,132229400,506388100,,,,,,,,,4982801,,,,638617500,0.099406206,,0.48009401
China,2006,132197100,507183600,,,,,,,,,5122232,,,,639380700,0.098832805,,0.47801191
China,2007,123922100,507136800,,,,,,,,,5272332,,,,631058900,0.092137055,,0.46919725
China,2008,123984400,506942400,,,,,,,,,5420433,,,,630926800,0.091678968,,0.466532227
China,2009,125784200,506688700,,,,,,,,,5573448,,,,632472900,0.092503782,,0.465131034
China,2010,123657600,506605000,,,,,,,,,5746775,,,,630262600,0.090448534,,0.461001413
China,2011,123649400,506528400,,,,,,,,,5854007,,,,630177800,0.090189883,,0.459651739
China,2012,123680800,506378500,,,,,,,,,5962156,,,,630059300,0.089961319,,0.458284272
China,2013,123328800,506242600,,,,,,,,,6071699,,,,629571400,0.089455792,,0.45665577
China,2014,122554500,506150500,,,,,,,,,6189364,,,,628705000,0.088647497,,0.454761961
China,2015,122615400,506024200,,,,,,,,,6309932,,,,628639600,0.088445984,,0.453455665
China,2016,122208100,505894200,,,,,,,,,6426391,,,,628102300,0.087909725,,0.451821938
Europe (excl. Russia),-10000,0,0,,,,,,,,,0,,,,0,0,,0
Europe (excl. Russia),-9000,0,0,,,,,,,,,0,,,,0,0,,0
Europe (excl. Russia),-8000,0,0,,,,,,,,,1,,,,0,0,,0
Europe (excl. Russia),-7000,97443.7047,0,,,,,,,,,4,,,,97443.7047,0.151576432,,0.151576432
Europe (excl. Russia),-6000,457490.459,94000.1,,,,,,,,,22,,,,551490.559,0.488572566,,0.588959075
Europe (excl. Russia),-5000,2054581.47,866001.2,,,,,,,,,134,,,,2920582.67,1.218513814,,1.732114486
Europe (excl. Russia),-4000,3895038.5,1474001.6,,,,,,,,,742,,,,5369040.1,1.401525997,,1.931906264
