Entity,Year,Cropland (HYDE (2017)),Grazing (HYDE (2017)),Total Irrigated Area (HYDE (2017)),Irrigated Non-rice Crops (HYDE (2017)),Irrigated Rice (HYDE (2017)),Pastureland (HYDE (2017)),Rangeland (HYDE (2017)),Total Rainfed Area (HYDE (2017)),Rainfed Non-rice Crops (HYDE (2017)),Total Rice Area (HYDE (2017)),Built-up Area (HYDE (2017)),Total population (HYDE (2017)),Urban population (HYDE (2017)),Rural Population (HYDE (2017)),Agricultural area (crops & grazing) (HYDE (2017)),Cropland per capita (HYDE (2017)),Grazing land per capita (HYDE (2017)),Agricultural land per capita (HYDE (2017))
Russia,1770,26835910,56169630,,,,,,,,,21997,,,,83005540,1.186882315,,3.671118566
Russia,1780,28704530,59034040,,,,,,,,,28705,,,,87738570,1.187082364,,3.628448509
Russia,1790,30593530,61745090,,,,,,,,,36798,,,,92338620,1.187484265,,3.584112665
Russia,1800,32502760,64289560,,,,,,,,,46157,,,,96792320,1.188043059,,3.537959358
Russia,1810,34369150,66658320,,,,,,,,,56484,,,,101027470,1.186517172,,3.487744911
Russia,1820,36516160,69625290,,,,,,,,,68198,,,,106141450,1.180342223,,3.430898403
Russia,1830,38890980,72741360,,,,,,,,,80918,,,,111632340,1.174859238,,3.372306018
Russia,1840,45744220,83395460,,,,,,,,,104245,,,,129139680,1.176331755,,3.320880899
Russia,1850,49432520,87877570,,,,,,,,,123140,,,,137310090,1.173226193,,3.25890313
Russia,1860,56537080,97482020,,,,,,,,,154289,,,,154019100,1.174151093,,3.198638745
Russia,1870,61172620,102178300,,,,,,,,,185652,,,,163350920,1.17192672,,3.129427967
Russia,1880,70191060,112809100,,,,,,,,,240953,,,,183000160,1.173838687,,3.060399251
Russia,1890,80453370,123783000,,,,,,,,,320193,,,,204236370,1.175883148,,2.985059616
Russia,1900,90172670,132096600,,,,,,,,,428424,,,,222269270,1.176565539,,2.900151048
Russia,1910,111854400,154012500,,,,,,,,,650772,,,,265866900,1.183323983,,2.812644643
Russia,1920,102846600,133208400,,,,,,,,,618337,,,,236055000,1.172084409,,2.690185045
Russia,1930,114348700,135645100,,,,,,,,,706426,,,,249993800,1.172263634,,2.562850653
Russia,1940,141118600,148410800,,,,,,,,,896764,,,,289529400,1.171699133,,2.403944959
Russia,1950,124920500,112413600,,,,,,,,,856567,,,,237334100,1.130730148,,2.148252865
Russia,1960,150408200,80181030,,,,,,,,,1149733,,,,230589230,1.158543414,,1.776150728
Russia,1970,146139600,83538510,,,,,,,,,1495256,,,,229678110,1.023467973,,1.608518087
Russia,1980,145210400,85436700,,,,,,,,,1825077,,,,230647100,0.949195902,,1.507669437
Russia,1990,143587600,86898970,,,,,,,,,2113420,,,,230486570,0.873109457,,1.401513808
Russia,2000,130868600,96371210,,,,,,,,,2151066,,,,227239810,0.804421952,,1.396795653
Russia,2001,129323100,96597690,,,,,,,,,2153208,,,,225920790,0.796438382,,1.391336803
Russia,2002,128904000,96870670,,,,,,,,,2150872,,,,225774670,0.795376225,,1.393097225
Russia,2003,127982600,97480620,,,,,,,,,2152905,,,,225463220,0.791204468,,1.393841874
Russia,2004,127083000,97652140,,,,,,,,,2154827,,,,224735140,0.787147281,,1.392000932
Russia,2005,126722000,97829860,,,,,,,,,2156671,,,,224551860,0.786432223,,1.393560853
Russia,2006,126512000,98001080,,,,,,,,,2158548,,,,224513080,0.78664602,,1.3960124
Russia,2007,126525500,97956110,,,,,,,,,2160207,,,,224481610,0.788243079,,1.398501294
Russia,2008,126612400,97900760,,,,,,,,,2162062,,,,224513160,0.790313429,,1.401409067
Russia,2009,126717700,97836860,,,,,,,,,2163760,,,,224554560,0.792506996,,1.404389913
Russia,2010,122705000,99125410,,,,,,,,,2165538,,,,221830410,0.76889914,,1.39004288
Russia,2011,124790500,98789450,,,,,,,,,2182566,,,,223579950,0.782115542,,1.40127136
Russia,2012,124505000,98756460,,,,,,,,,2198665,,,,223261460,0.780472693,,1.399537954
Russia,2013,123442200,99280000,,,,,,,,,2220162,,,,222722200,0.773978484,,1.396460779
Russia,2014,122896700,99511370,,,,,,,,,2237801,,,,222408070,0.770717009,,1.394778562
Russia,2015,122939600,99470810,,,,,,,,,2259879,,,,222410410,0.7711378,,1.395067776
Russia,2016,122122900,99798350,,,,,,,,,2277526,,,,221921250,0.76616562,,1.392273128
United States,-10000,0,0,,,,,,,,,0,,,,0,0,,0
United States,-9000,0,0,,,,,,,,,0,,,,0,0,,0
United States,-8000,0,0,,,,,,,,,0,,,,0,0,,0
United States,-7000,0,0,,,,,,,,,0,,,,0,0,,0
United States,-6000,0,0,,,,,,,,,0,,,,0,0,,0
United States,-5000,0,0,,,,,,,,,0,,,,0,0,,0
United States,-4000,0,0,,,,,,,,,0,,,,0,0,,0
United States,-3000,0,0,,,,,,,,,0,,,,0,0,,0
United States,-2000,28585.87,0,,,,,,,,,0,,,,28585.87,0.052593081,,0.052593081
United States,-1000,212737.7,0,,,,,,,,,0,,,,212737.7,0.352264367,,0.352264367
United States,0,424982.2,0,,,,,,,,,0,,,,424982.2,0.633344307,,0.633344307
United States,100,445220.3,0,,,,,,,,,0,,,,445220.3,0.633348218,,0.633348218
United States,200,466418.9,0,,,,,,,,,0,,,,466418.9,0.633340295,,0.633340295
United States,300,488631.8,0,,,,,,,,,0,,,,488631.8,0.633339732,,0.633339732
United States,400,511898.9,0,,,,,,,,,0,,,,511898.9,0.633338678,,0.633338678
United States,500,536275.4,0,,,,,,,,,0,,,,536275.4,0.633331637,,0.633331637
United States,600,561811.2,0,,,,,,,,,1,,,,561811.2,0.633320422,,0.633320422
United States,700,588563.7,0,,,,,,,,,4,,,,588563.7,0.633300967,,0.633300967
United States,800,616589.9,0,,,,,,,,,11,,,,616589.9,0.633260157,,0.633260157
United States,900,696037.1,0,,,,,,,,,37,,,,696037.1,0.635364841,,0.635364841
United States,1000,775901.7,0,,,,,,,,,125,,,,775901.7,0.637338561,,0.637338561
United States,1100,841559.8,0,,,,,,,,,404,,,,841559.8,0.641687591,,0.641687591
United States,1200,937235.6,0,,,,,,,,,1342,,,,937235.6,0.645110746,,0.645110746
United States,1300,1021347,0,,,,,,,,,4355,,,,1021347,0.649841635,,0.649841635
United States,1400,1142071,0,,,,,,,,,4789,,,,1142071,0.656662293,,0.656662293
United States,1500,1255512,0,,,,,,,,,5846,,,,1255512,0.665337947,,0.665337947
United States,1600,593611.1,1496911,,,,,,,,,2713,,,,2090522.1,0.762502508,,2.685307509
United States,1700,752546.3,4165784,,,,,,,,,3623,,,,4918330.3,0.8117337,,5.305154586
United States,1710,1041304,4906018,,,,,,,,,6020,,,,5947322,0.758519563,,4.332221988
United States,1720,1353232,5715312,,,,,,,,,8930,,,,7068544,0.744142055,,3.886991185
United States,1730,1718705,6599037,,,,,,,,,12414,,,,8317742,0.759066528,,3.673533003
United States,1740,2108278,7863339,,,,,,,,,16511,,,,9971617,0.777978151,,3.679638148
United States,1750,2558661,8959938,,,,,,,,,21224,,,,11518599,0.810812841,,3.650123238
United States,1760,3084876,11456300,,,,,,,,,28171,,,,14541176,0.856569276,,4.037609484
United States,1770,3723098,12877500,,,,,,,,,36413,,,,16600598,0.91993468,,4.101816768
United States,1780,4520783,14420150,,,,,,,,,37792,,,,18940933,1.006226842,,4.215835
United States,1790,5544168,16094790,,,,,,,,,47400,,,,21638958,1.122613456,,4.381574551
United States,1800,7865080,18041850,,,,,,,,,68390,,,,25906930,1.245748817,,4.103394675
United States,1810,10901990,20236200,,,,,,,,,113847,,,,31138190,1.3335089,,3.808759089
United States,1820,15063660,22786470,,,,,,,,,171626,,,,37850130,1.421331033,,3.571347494
United States,1830,21294050,25789730,,,,,,,,,259997,,,,47083780,1.538774771,,3.402421465
United States,1840,30416090,29617550,,,,,,,,,331915,,,,60033640,1.688427908,,3.332528054
United States,1850,41664030,34955830,,,,,,,,,489962,,,,76619860,1.751296195,,3.220621464
United States,1860,59144990,47123570,,,,,,,,,671613,,,,106268560,1.854771595,,3.332554566
United States,1870,67311640,42295610,,,,,,,,,867811,,,,109607250,1.727645692,,2.813220616
United States,1880,100877500,78764520,,,,,,,,,1180489,,,,179642020,1.994390657,,3.551598387
United States,1890,125808000,88093920,,,,,,,,,1537016,,,,213901920,1.992934372,,3.388437052
United States,1900,144411900,153910800,,,,,,,,,1920509,,,,298322700,1.894820963,,3.914276494
United States,1910,167049100,161965800,,,,,,,,,2442392,,,,329014900,1.823636332,,3.591779455
United States,1920,178528700,171717000,,,,,,,,,2859381,,,,350245700,1.683963267,,3.303675506
United States,1930,184420400,196733200,,,,,,,,,3373855,,,,381153600,1.496907896,,3.09375662
United States,1940,178929000,237864600,,,,,,,,,3682959,,,,416793600,1.353885551,,3.153713668
United States,1950,189742500,262363700,,,,,,,,,4492007,,,,452106200,1.202376789,,2.864945919
United States,1960,184237300,263785800,,,,,,,,,5670384,,,,448023100,0.988838319,,2.404629295
United States,1970,190478500,241868100,,,,,,,,,6832531,,,,432346600,0.909412223,,2.064176706
United States,1980,190225600,236472500,,,,,,,,,7663780,,,,426698100,0.82773905,,1.856714765
United States,1990,186815800,237498800,,,,,,,,,8893902,,,,424314600,0.737447625,,1.67496429
United States,2000,178067000,236328600,,,,,,,,,10811640,,,,414395600,0.630363374,,1.466974838
United States,2001,178098600,236840500,,,,,,,,,10967250,,,,414939100,0.624314751,,1.454545971
United States,2002,175704800,237353800,,,,,,,,,11123890,,,,413058600,0.609958232,,1.433930622
United States,2003,174362600,239559000,,,,,,,,,11281660,,,,413921600,0.599493704,,1.423145751
United States,2004,169785400,241762200,,,,,,,,,11441060,,,,411547600,0.578214984,,1.401551541
United States,2005,167842300,243966200,,,,,,,,,11600960,,,,411808500,0.566219995,,1.38924578
United States,2006,163039400,246169300,,,,,,,,,11761790,,,,409208700,0.544893486,,1.36761516
United States,2007,164479100,248376400,,,,,,,,,11925450,,,,412855500,0.544627534,,1.367058019
United States,2008,166357700,248898700,,,,,,,,,12088020,,,,415256400,0.545808057,,1.3624274
United States,2009,165448600,249396300,,,,,,,,,12252910,,,,414844900,0.537906803,,1.348744529
United States,2010,158524400,249719700,,,,,,,,,12418650,,,,408244100,0.510764863,,1.31536055
United States,2011,156524800,250398900,,,,,,,,,12592310,,,,406923700,0.500229174,,1.300465526
United States,2012,159718900,250996700,,,,,,,,,12767680,,,,410715600,0.506331983,,1.302027777
United States,2013,151898400,251476700,,,,,,,,,12943730,,,,403375100,0.477699741,,1.268559648
United States,2014,157127400,252011000,,,,,,,,,13122840,,,,409138400,0.490234246,,1.276503367
United States,2015,150777300,252546900,,,,,,,,,13302400,,,,403324200,0.466727272,,1.248479735
United States,2016,154624700,253077800,,,,,,,,,13481970,,,,407702500,0.474908708,,1.252202705
World,-10000,0,0,,,,,,,,,44,,,,0,0,,0
World,-9000,0,0,,,,,,,,,85,,,,0,0,,0
World,-8000,10669.0733,0,,,,,,,,,170,,,,10669.0733,0.001473042,,0.001473042
World,-7000,1805175.696,378000.9,,,,,,,,,352,,,,2183176.596,0.188473415,,0.227939447
World,-6000,3926068.635,12116019,,,,,,,,,792,,,,16042087.64,0.297388355,,1.215141785
World,-5000,10365969.13,31768026.51,,,,,,,,,1859,,,,42133995.64,0.543411533,,2.20877555
World,-4000,27968863.12,48108847.22,,,,,,,,,8636,,,,76077710.34,0.971997181,,2.64391583
World,-3000,48281144.25,72822940.04,,,,,,,,,17871,,,,121104084.3,1.085284085,,2.72222909
World,-2000,72449651.82,113470588,,,,,,,,,38393,,,,185920239.8,0.998124686,,2.561386788
World,-1000,116476490.5,152040699.2,,,,,,,,,74359,,,,268517189.7,1.054857254,,2.431798075
World,0,196912007.5,243574354.8,,,,,,,,,194183,,,,440486362.3,0.848307601,,1.897639123
World,100,196653993.2,207881024.4,,,,,,,,,215792,,,,404535017.6,0.830098387,,1.707587323
World,200,194167953.2,215780089.7,,,,,,,,,236227,,,,409948042.9,0.806977262,,1.70377626
World,300,180932569.2,216024078,,,,,,,,,235849,,,,396956647.2,0.795134697,,1.744484174
World,400,177171026.9,230817172.7,,,,,,,,,267891,,,,407988199.6,0.733508052,,1.689117203
World,500,171873449.3,248804870.1,,,,,,,,,292406,,,,420678319.4,0.678704339,,1.661200155
World,600,170787479.9,271281259.9,,,,,,,,,322120,,,,442068739.8,0.629100307,,1.628372173
World,700,169317125.8,289488894.4,,,,,,,,,338197,,,,458806020.2,0.608647623,,1.649279082
World,800,169271366.9,314313476.5,,,,,,,,,358636,,,,483584843.4,0.5924489,,1.692544426
World,900,180717117.4,349491490.4,,,,,,,,,451977,,,,530208607.8,0.581141859,,1.705020644
World,1000,184242654.2,368241416.2,,,,,,,,,475193,,,,552484070.4,0.569688364,,1.708310964
World,1100,219621007.4,449681092.7,,,,,,,,,651742,,,,669302100.1,0.551912753,,1.681971907
World,1200,249202165.5,500596338.9,,,,,,,,,821750,,,,749798504.4,0.560315373,,1.685874712
World,1300,253897439.9,511574741.6,,,,,,,,,904145,,,,765472181.5,0.556314091,,1.67722432
World,1400,226537623.6,486313449.2,,,,,,,,,843284,,,,712851072.8,0.511965989,,1.611014976
World,1500,260650897.6,517941593.4,,,,,,,,,995763,,,,778592491,0.517937224,,1.547134644
World,1600,272604722.7,583553328.8,,,,,,,,,1074621,,,,856158051.5,0.528547288,,1.659985973
World,1700,294475367.2,667884241.7,,,,,,,,,1209030,,,,962359608.9,0.497647783,,1.626336798
World,1710,306626988.2,670747701.2,,,,,,,,,1279443,,,,977374689.4,0.500039523,,1.593877878
World,1720,319310494.8,690514791.7,,,,,,,,,1356363,,,,1009825287,0.496797352,,1.571130723
World,1730,330928665.8,706103062.7,,,,,,,,,1425568,,,,1037031729,0.497818876,,1.560015868
World,1740,342333587.3,726265927,,,,,,,,,1513697,,,,1068599514,0.492301809,,1.536727606
World,1750,357078809.6,756421032.9,,,,,,,,,1638883,,,,1113499843,0.478854302,,1.493239519
World,1760,369358855.2,784189960.5,,,,,,,,,1739263,,,,1153548816,0.473583878,,1.479055162
World,1770,382375026.1,813901384.8,,,,,,,,,1875506,,,,1196276411,0.466960411,,1.460905357
World,1780,397164973.5,862131354.4,,,,,,,,,2037297,,,,1259296328,0.445714702,,1.413233606
World,1790,412990508,895629026.8,,,,,,,,,2199832,,,,1308619535,0.443309319,,1.404689028
World,1800,431215650.1,916648476,,,,,,,,,2288693,,,,1347864126,0.457055262,,1.428631802
World,1810,453943290.2,975965226.6,,,,,,,,,2562032,,,,1429908517,0.446492011,,1.406437198
World,1820,477296460.7,1013619803,,,,,,,,,2769605,,,,1490916264,0.453351178,,1.416119122
World,1830,505313490.1,1076438985,,,,,,,,,3092228,,,,1581752475,0.445288317,,1.393859281
World,1840,543160734.7,1136710964,,,,,,,,,3443878,,,,1679871699,0.454768983,,1.406496263
World,1850,580494154.7,1197335220,,,,,,,,,3967214,,,,1777829375,0.4568695,,1.39921481
World,1860,621904724.7,1256438596,,,,,,,,,4627047,,,,1878343321,0.468439379,,1.414830831
World,1870,653011748.5,1257764567,,,,,,,,,5110478,,,,1910776316,0.492130766,,1.440022809
World,1880,719457959,1365652824,,,,,,,,,6055029,,,,2085110783,0.512016484,,1.483910323
World,1890,782732792,1475989495,,,,,,,,,7296835,,,,2258722287,0.514031014,,1.483332906
World,1900,843608693,1663075111,,,,,,,,,8880214,,,,2506683804,0.513767506,,1.526599592
World,1910,934616626,1824406573,,,,,,,,,11570457,,,,2759023199,0.529535029,,1.563207189
World,1920,982900601,1957257724,,,,,,,,,12840668,,,,2940158325,0.518546518,,1.551132291
World,1930,1063988223,2133912805,,,,,,,,,14394417,,,,3197901028,0.513217661,,1.542516402
World,1940,1150935807,2397010145,,,,,,,,,15673939,,,,3547945952,0.502766558,,1.549859308
World,1950,1223387006,2612216077,,,,,,,,,17622287,,,,3835603083,0.483599699,,1.516197643
World,1960,1366055362,3009719440,,,,,,,,,21633083,,,,4375774802,0.451919372,,1.447596822
World,1970,1422972022,3053535281,,,,,,,,,26608839,,,,4476507303,0.385204614,,1.211809679
World,1980,1453244731,3139145118,,,,,,,,,31307488,,,,4592389849,0.326785524,,1.032672951
World,1990,1516732121,3272222928,,,,,,,,,37508614,,,,4788955049,0.286297473,,0.903960369
World,2000,1509306389,3323222266,,,,,,,,,44944748,,,,4832528655,0.247009002,,0.79087857
World,2001,1518177061,3323374028,,,,,,,,,45737166,,,,4841551089,0.24534424,,0.782416428
World,2002,1517080185,3319374882,,,,,,,,,46536305,,,,4836455067,0.242130755,,0.771913396
World,2003,1523506664,3304727305,,,,,,,,,47352384,,,,4828233969,0.24018149,,0.76117319
World,2004,1535440379,3309816587,,,,,,,,,48190380,,,,4845256966,0.239136634,,0.754622882
World,2005,1534205261,3300483246,,,,,,,,,49051294,,,,4834688507,0.236090524,,0.743983985
World,2006,1533515350,3300985246,,,,,,,,,49936950,,,,4834500596,0.233199837,,0.735176697
World,2007,1525340692,3301643639,,,,,,,,,50817217,,,,4826984331,0.229251163,,0.725471876
World,2008,1532388850,3299151565,,,,,,,,,51715076,,,,4831540415,0.22765509,,0.717784372
World,2009,1540100533,3293125060,,,,,,,,,52622318,,,,4833225593,0.226193034,,0.709851038
World,2010,1531374362,3288974217,,,,,,,,,53557240,,,,4820348579,0.222376911,,0.69998183
World,2011,1546085911,3291976884,,,,,,,,,54522953,,,,4838062795,0.222110783,,0.695036354
World,2012,1562414590,3289472135,,,,,,,,,55504321,,,,4851886725,0.22207999,,0.689642148
World,2013,1559510783,3285491703,,,,,,,,,56492179,,,,4845002486,0.219344617,,0.681447815
World,2014,1574981412,3285046287,,,,,,,,,57502946,,,,4860027699,0.219223725,,0.67647362
World,2015,1580596135,3283588727,,,,,,,,,58547277,,,,4864184862,0.217747262,,0.670103459
World,2016,1592583606,3280464178,,,,,,,,,59563767,,,,4873047784,0.21717029,,0.664505899
