Entity,Year,Public health expenditure as share of GDP (Lindert (1994)),Public health expenditure as share of GDP (OECD (1993)),Publicly financed current health expenditure (% GDP) (OECD.stat (2016)),General Government Health Expenditure (%GDP) (WHO (2014))
Canada,2003,,,6.3254,6.69424365
Canada,2004,,,6.3571,6.71990199
Canada,2005,,,6.3325,6.72355953
Canada,2006,,,6.4285,6.78840782
Canada,2007,,,6.5049,6.89350136
Canada,2008,,,6.6288,7.06345385
Canada,2009,,,7.4528,7.91415821
Canada,2010,,,7.403,7.88439634
Canada,2011,,,7.2365,7.6767925
Canada,2012,,,7.2353,7.65114455
Canada,2013,,,7.1643,7.57566493
Canada,2014,,,7.0515,7.41193189
Canada,2015,,,7.1816,
Cape Verde,1995,,,,4.25239975
Cape Verde,1996,,,,3.94019349
Cape Verde,1997,,,,3.86283724
Cape Verde,1998,,,,3.92627046
Cape Verde,1999,,,,3.42465616
Cape Verde,2000,,,,3.52493312
Cape Verde,2001,,,,3.91353568
Cape Verde,2002,,,,3.89312052
Cape Verde,2003,,,,3.74687164
Cape Verde,2004,,,,3.78935255
Cape Verde,2005,,,,3.64999052
Cape Verde,2006,,,,3.9626803
Cape Verde,2007,,,,3.38633646
Cape Verde,2008,,,,3.03734974
Cape Verde,2009,,,,3.23926532
Cape Verde,2010,,,,3.43176685
Cape Verde,2011,,,,3.33576026
Cape Verde,2012,,,,3.33864148
Cape Verde,2013,,,,3.12043988
Cape Verde,2014,,,,3.55722675
Central African Republic,1995,,,,1.36397459
Central African Republic,1996,,,,2.02337192
Central African Republic,1997,,,,1.2161839
Central African Republic,1998,,,,1.41709936
Central African Republic,1999,,,,1.87171829
Central African Republic,2000,,,,2.10214684
Central African Republic,2001,,,,1.86388921
Central African Republic,2002,,,,2.06225195
Central African Republic,2003,,,,2.07681191
Central African Republic,2004,,,,1.84511524
Central African Republic,2005,,,,2.11468994
Central African Republic,2006,,,,1.92399024
Central African Republic,2007,,,,2.03672245
Central African Republic,2008,,,,2.29050896
Central African Republic,2009,,,,1.49716213
Central African Republic,2010,,,,1.97714643
Central African Republic,2011,,,,1.84022614
Central African Republic,2012,,,,1.76802987
Central African Republic,2013,,,,1.91335923
Central African Republic,2014,,,,2.05694298
Chad,1995,,,,2.01137525
Chad,1996,,,,1.96091376
Chad,1997,,,,1.96358875
Chad,1998,,,,1.65939701
Chad,1999,,,,1.98984155
Chad,2000,,,,2.66748418
Chad,2001,,,,2.39648243
Chad,2002,,,,2.69186399
Chad,2003,,,,2.26832029
Chad,2004,,,,2.29935515
Chad,2005,,,,1.55797137
Chad,2006,,,,1.1289788
Chad,2007,,,,1.25025122
Chad,2008,,,,0.99660419
Chad,2009,,,,1.23152279
Chad,2010,,,,1.18513717
Chad,2011,,,,1.53487457
Chad,2012,,,,1.42193941
Chad,2013,,,,1.77469232
Chad,2014,,,,1.97895016
Chile,1995,,,2.483,2.48303437
Chile,1996,,,2.6676,2.6675795
Chile,1997,,,2.7229,2.72289626
Chile,1998,,,2.9993,2.99927986
Chile,1999,,,3.1888,3.18878332
Chile,2000,,,3.3321,3.33206176
Chile,2001,,,3.4845,3.48454216
Chile,2002,,,3.5299,3.52989088
Chile,2003,,,2.606,2.68754976
Chile,2004,,,2.5474,2.63814344
Chile,2005,,,2.4175,2.53629152
Chile,2006,,,2.365,2.51761735
Chile,2007,,,2.4605,2.65565626
Chile,2008,,,2.7813,2.94258872
Chile,2009,,,3.2095,3.46810215
Chile,2010,,,3.0493,3.29492563
Chile,2011,,,3.0612,3.33263924
Chile,2012,,,3.2246,3.47616472
Chile,2013,,,4.4395,3.63282145
Chile,2014,,,4.6344,3.85130942
Chile,2015,,,4.6964,
China,1995,,,,1.78038195
China,1996,,,,1.76371613
China,1997,,,,1.78065656
China,1998,,,,1.81207535
China,1999,,,,1.83494224
China,2000,,,,1.75984347
China,2001,,,,1.62128422
China,2002,,,,1.71467224
China,2003,,,,1.74652999
China,2004,,,,1.79342984
China,2005,,,,1.80592031
China,2006,,,,1.83853832
China,2007,,,,2.0265921
China,2008,,,,2.29212345
China,2009,,,,2.66448263
China,2010,,,,2.6538201
China,2011,,,,2.81065265
China,2012,,,,2.94581376
China,2013,,,,3.00560141
China,2014,,,,3.09517428
Colombia,1995,,,,3.72056981
Colombia,1996,,,,5.0676066
Colombia,1997,,,,5.59391405
Colombia,1998,,,,6.1034391
Colombia,1999,,,,6.45925159
Colombia,2000,,,,4.68382687
Colombia,2001,,,,4.69052384
Colombia,2002,,,,4.54973606
Colombia,2003,,,,4.89927743
Colombia,2004,,,,4.08286676
Colombia,2005,,,,4.31601708
Colombia,2006,,,,4.53504231
Colombia,2007,,,,4.53952652
Colombia,2008,,,,4.69800725
Colombia,2009,,,,5.14827378
Colombia,2010,,,,4.97565294
Colombia,2011,,,,5.0161647
Colombia,2012,,,,5.27751219
Colombia,2013,,,,5.21891836
Colombia,2014,,,,5.40994315
Comoros,1995,,,,2.8797862
Comoros,1996,,,,2.7139497
Comoros,1997,,,,2.58492558
Comoros,1998,,,,2.18503615
Comoros,1999,,,,1.96442665
Comoros,2000,,,,1.5227231
Comoros,2001,,,,1.09467534
Comoros,2002,,,,1.6697581
Comoros,2003,,,,1.81547484
Comoros,2004,,,,2.01043845
Comoros,2005,,,,2.27405185
Comoros,2006,,,,2.50715151
Comoros,2007,,,,2.80299141
Comoros,2008,,,,3.09453206
Comoros,2009,,,,1.72121212
Comoros,2010,,,,1.4544089
Comoros,2011,,,,1.65675934
Comoros,2012,,,,2.64660402
Comoros,2013,,,,2.00319324
Comoros,2014,,,,2.21732035
Congo,1995,,,,1.87594234
Congo,1996,,,,1.72161155
Congo,1997,,,,1.91183632
Congo,1998,,,,2.21840185
Congo,1999,,,,1.75276488
Congo,2000,,,,1.22259206
Congo,2001,,,,1.33453249
Congo,2002,,,,1.28795915
Congo,2003,,,,1.30017916
Congo,2004,,,,1.3696751
Congo,2005,,,,1.43460851
Congo,2006,,,,1.49403276
Congo,2007,,,,1.54576413
Congo,2008,,,,1.23859287
Congo,2009,,,,1.14114182
Congo,2010,,,,1.38657897
Congo,2011,,,,1.97737526
Congo,2012,,,,3.14942137
Congo,2013,,,,4.05731117
Congo,2014,,,,4.21192085
Cook Islands,1995,,,,4.79160441
Cook Islands,1996,,,,4.43790073
Cook Islands,1997,,,,3.71016185
Cook Islands,1998,,,,3.92048379
Cook Islands,1999,,,,3.27310222
Cook Islands,2000,,,,3.14830738
Cook Islands,2001,,,,4.29492148
Cook Islands,2002,,,,3.31448785
Cook Islands,2003,,,,2.85644307
Cook Islands,2004,,,,3.6818848
Cook Islands,2005,,,,4.39753398
Cook Islands,2006,,,,3.15663864
Cook Islands,2007,,,,3.73668961
Cook Islands,2008,,,,3.72155872
Cook Islands,2009,,,,3.41922915
Cook Islands,2010,,,,3.39422185
Cook Islands,2011,,,,3.31127374
Cook Islands,2012,,,,3.06178826
Cook Islands,2013,,,,3.24457945
Cook Islands,2014,,,,3.04561103
Costa Rica,1995,,,,4.98196441
Costa Rica,1996,,,,5.06550724
Costa Rica,1997,,,,4.83899276
Costa Rica,1998,,,,5.63717406
Costa Rica,1999,,,,5.36292254
Costa Rica,2000,,,,5.61242476
Costa Rica,2001,,,,5.48550751
Costa Rica,2002,,,,6.28347599
Costa Rica,2003,,,,6.45027529
Costa Rica,2004,,,,5.65325926
Costa Rica,2005,,,,5.46571206
Costa Rica,2006,,,,5.39731393
Costa Rica,2007,,,,5.62783733
Costa Rica,2008,,,,6.26131067
Costa Rica,2009,,,,7.02218996
Costa Rica,2010,,,,7.09261705
Costa Rica,2011,,,,7.14971401
Costa Rica,2012,,,,7.00022695
Costa Rica,2013,,,,6.91444116
Costa Rica,2014,,,,6.76760152
Cote d'Ivoire,1995,,,,1.64586928
Cote d'Ivoire,1996,,,,1.85410701
Cote d'Ivoire,1997,,,,2.00328985
Cote d'Ivoire,1998,,,,1.88881311
Cote d'Ivoire,1999,,,,1.79966741
Cote d'Ivoire,2000,,,,1.7880357
Cote d'Ivoire,2001,,,,1.29025786
Cote d'Ivoire,2002,,,,1.40860098
Cote d'Ivoire,2003,,,,1.33833361
Cote d'Ivoire,2004,,,,1.47167442
Cote d'Ivoire,2005,,,,1.26971949
Cote d'Ivoire,2006,,,,1.35840382
Cote d'Ivoire,2007,,,,1.42821313
Cote d'Ivoire,2008,,,,1.52862642
Cote d'Ivoire,2009,,,,1.69681015
Cote d'Ivoire,2010,,,,1.67617217
Cote d'Ivoire,2011,,,,1.63569697
Cote d'Ivoire,2012,,,,1.88504549
Cote d'Ivoire,2013,,,,1.79658788
Cote d'Ivoire,2014,,,,1.67853849
Croatia,1995,,,,5.83066977
Croatia,1996,,,,6.13502177
Croatia,1997,,,,4.89376069
Croatia,1998,,,,5.73309177
Croatia,1999,,,,6.32632459
Croatia,2000,,,,6.60227507
Croatia,2001,,,,5.96435491
Croatia,2002,,,,4.95506417
Croatia,2003,,,,5.24281713
Croatia,2004,,,,5.31415871
Croatia,2005,,,,5.93061726
Croatia,2006,,,,5.98464188
Croatia,2007,,,,6.47762276
Croatia,2008,,,,6.53872294
Croatia,2009,,,,7.00686743
Croatia,2010,,,,7.06496421
Croatia,2011,,,,6.25541215
Croatia,2012,,,,6.36320706
Croatia,2013,,,,6.40302879
Croatia,2014,,,,6.38828759
Cuba,1995,,,,4.64849623
Cuba,1996,,,,4.75670836
Cuba,1997,,,,4.98695114
Cuba,1998,,,,5.22602053
Cuba,1999,,,,5.47499938
Cuba,2000,,,,5.50953372
Cuba,2001,,,,5.67049108
Cuba,2002,,,,5.72484996
Cuba,2003,,,,5.64878905
Cuba,2004,,,,5.46818558
Cuba,2005,,,,8.74444825
Cuba,2006,,,,7.08125008
Cuba,2007,,,,9.8831981
Cuba,2008,,,,10.29335824
Cuba,2009,,,,11.28391889
Cuba,2010,,,,9.70382827
Cuba,2011,,,,10.07101019
Cuba,2012,,,,8.08825537
Cuba,2013,,,,8.96229455
Cuba,2014,,,,10.57366249
Cyprus,1995,,,,1.69705439
Cyprus,1996,,,,1.77481339
Cyprus,1997,,,,1.9483381
Cyprus,1998,,,,2.33811628
Cyprus,1999,,,,2.38812693
Cyprus,2000,,,,2.40283024
Cyprus,2001,,,,2.44925944
Cyprus,2002,,,,2.75451845
Cyprus,2003,,,,3.08262686
Cyprus,2004,,,,2.81346079
Cyprus,2005,,,,2.66267721
Cyprus,2006,,,,2.66382124
Cyprus,2007,,,,2.57804001
Cyprus,2008,,,,2.85082561
Cyprus,2009,,,,3.31147239
Cyprus,2010,,,,3.42530737
Cyprus,2011,,,,3.50763508
Cyprus,2012,,,,3.41160371
Cyprus,2013,,,,3.4707914
Cyprus,2014,,,,3.33201922
Czech Republic,1990,,,3.6406,
Czech Republic,1991,,,3.7409,
Czech Republic,1992,,,3.8006,
Czech Republic,1993,,,5.0529,
Czech Republic,1994,,,5.1471,
Czech Republic,1995,,,5.1673,6.08404252
Czech Republic,1996,,,5.0562,5.8129458
Czech Republic,1997,,,5.047,5.77922505
Czech Republic,1998,,,5.0388,5.80385122
Czech Republic,1999,,,5.2292,5.74461046
Czech Republic,2000,,,5.1491,5.70253492
Czech Republic,2001,,,5.2726,5.76490276
Czech Republic,2002,,,5.5935,6.14983467
Czech Republic,2003,,,5.8781,6.40447404
Czech Republic,2004,,,5.678,6.15449697
Czech Republic,2005,,,5.5531,6.05404438
Czech Republic,2006,,,5.3564,5.80540882
Czech Republic,2007,,,5.106,5.55662626
Czech Republic,2008,,,5.233,5.62878443
Czech Republic,2009,,,6.0861,6.56965403
Czech Republic,2010,,,5.7862,6.22493667
Czech Republic,2011,,,5.8688,6.31473247
Czech Republic,2012,,,5.9125,6.341765
Czech Republic,2013,,,6.5008,6.31308785
Czech Republic,2014,,,6.39,6.26497638
Czech Republic,2015,,,6.3784,
Democratic Republic of Congo,2003,,,,0.70002684
Democratic Republic of Congo,2004,,,,0.71835464
Democratic Republic of Congo,2005,,,,0.75246216
Democratic Republic of Congo,2006,,,,0.93899133
Democratic Republic of Congo,2007,,,,1.20943434
Democratic Republic of Congo,2008,,,,2.09987276
Democratic Republic of Congo,2009,,,,2.36297906
Democratic Republic of Congo,2010,,,,1.06259561
Democratic Republic of Congo,2011,,,,1.25526855
Democratic Republic of Congo,2012,,,,1.68717363
Democratic Republic of Congo,2013,,,,1.32344175
Democratic Republic of Congo,2014,,,,1.59835647
Denmark,1880,0.1,,,
Denmark,1890,0.28,,,
Denmark,1900,0.46,,,
Denmark,1910,0.44,,,
Denmark,1920,1.15,,,
Denmark,1930,0.7,,,
Denmark,1960,,3.23,,
Denmark,1961,,3.64,,
Denmark,1962,,3.80,,
Denmark,1963,,3.97,,
Denmark,1964,,3.90,,
Denmark,1965,,4.16,,
Denmark,1966,,4.55,,
Denmark,1967,,4.97,,
Denmark,1968,,5.25,,
Denmark,1969,,5.43,,
Denmark,1970,,5.23,,
Denmark,1971,,5.49,6.5114,
Denmark,1972,,5.44,6.6021,
Denmark,1973,,5.25,6.4147,
Denmark,1974,,5.77,7.1038,
Denmark,1975,,5.94,7.3328,
Denmark,1976,,5.82,7.3697,
Denmark,1977,,5.56,7.16,
Denmark,1978,,5.59,7.2855,
Denmark,1979,,5.60,7.4436,
Denmark,1980,,5.80,7.371,
Denmark,1981,,5.80,7.5419,
Denmark,1982,,5.82,7.5728,
Denmark,1983,,5.57,7.3102,
Denmark,1984,,5.38,6.8549,
Denmark,1985,,5.30,6.8027,
Denmark,1986,,5.12,6.5232,
Denmark,1987,,5.31,6.7739,
Denmark,1988,,5.48,6.925,
Denmark,1989,,5.39,6.7851,
Denmark,1990,,5.25,6.6292,
Denmark,1991,,5.32,6.6197,
Denmark,1992,,,6.6016,
Denmark,1993,,,6.8306,
Denmark,1994,,,6.6025,
Denmark,1995,,,6.3739,6.70534405
Denmark,1996,,,6.4199,6.76753736
Denmark,1997,,,6.3307,6.70631223
Denmark,1998,,,6.1178,6.69465416
Denmark,1999,,,6.9375,7.51701933
Denmark,2000,,,6.7353,7.29518541
Denmark,2001,,,7.0464,7.66053888
Denmark,2002,,,7.2932,7.88505009
Denmark,2003,,,7.471,8.03990036
Denmark,2004,,,7.5295,8.15281889
Denmark,2005,,,7.6102,8.25325496
Denmark,2006,,,7.6878,8.39954917
Denmark,2007,,,7.804,8.42901165
Denmark,2008,,,8.0089,8.62121482
Denmark,2009,,,9.0571,9.7561254
Denmark,2010,,,8.8337,9.43381754
Denmark,2011,,,8.6688,9.26885262
Denmark,2012,,,8.7549,9.41966027
Denmark,2013,,,8.6933,9.59321032
Denmark,2014,,,8.8899,9.15873411
Denmark,2015,,,8.9093,
Djibouti,1995,,,,2.38414841
Djibouti,1996,,,,2.31829368
Djibouti,1997,,,,2.83292067
Djibouti,1998,,,,3.6097572
Djibouti,1999,,,,4.40714816
Djibouti,2000,,,,3.9005063
Djibouti,2001,,,,3.48638026
Djibouti,2002,,,,3.5164494
Djibouti,2003,,,,4.16769658
Djibouti,2004,,,,4.60088829
Djibouti,2005,,,,4.93946776
Djibouti,2006,,,,4.70273219
Djibouti,2007,,,,5.33760059
Djibouti,2008,,,,5.74563286
Djibouti,2009,,,,5.95720603
Djibouti,2010,,,,5.1499391
Djibouti,2011,,,,5.01968371
Djibouti,2012,,,,5.25888563
Djibouti,2013,,,,5.32241749
Djibouti,2014,,,,6.75084759
Dominica,1995,,,,4.15986113
Dominica,1996,,,,4.2172619
Dominica,1997,,,,4.37003662
Dominica,1998,,,,4.15597816
Dominica,1999,,,,4.14995158
Dominica,2000,,,,3.30839648
Dominica,2001,,,,3.23826402
Dominica,2002,,,,3.2902728
Dominica,2003,,,,3.17377598
Dominica,2004,,,,2.97415808
Dominica,2005,,,,3.0197
Dominica,2006,,,,3.09468305
Dominica,2007,,,,3.07791978
Dominica,2008,,,,2.96951027
Dominica,2009,,,,3.65260469
Dominica,2010,,,,4.04718257
Dominica,2011,,,,3.97439009
Dominica,2012,,,,3.66936388
Dominica,2013,,,,3.81221685
Dominica,2014,,,,3.76797285
Dominican Republic,1995,,,,1.15522077
Dominican Republic,1996,,,,1.2382753
Dominican Republic,1997,,,,1.48835433
Dominican Republic,1998,,,,1.79891083
Dominican Republic,1999,,,,2.00188919
Dominican Republic,2000,,,,2.19249507
Dominican Republic,2001,,,,1.92589591
Dominican Republic,2002,,,,2.00873854
Dominican Republic,2003,,,,1.82087737
Dominican Republic,2004,,,,1.38861925
Dominican Republic,2005,,,,1.48594905
Dominican Republic,2006,,,,1.78160583
Dominican Republic,2007,,,,1.99250876
Dominican Republic,2008,,,,2.05127783
Dominican Republic,2009,,,,2.24556022
Dominican Republic,2010,,,,2.26396485
Dominican Republic,2011,,,,2.60438608
Dominican Republic,2012,,,,2.70181226
Dominican Republic,2013,,,,2.62346736
Dominican Republic,2014,,,,2.92737565
Ecuador,1995,,,,1.88152442
Ecuador,1996,,,,2.20420246
Ecuador,1997,,,,1.98748139
Ecuador,1998,,,,1.40074052
Ecuador,1999,,,,1.37514163
Ecuador,2000,,,,0.89600318
Ecuador,2001,,,,1.22846315
Ecuador,2002,,,,1.42887597
Ecuador,2003,,,,1.42571458
Ecuador,2004,,,,1.42931442
Ecuador,2005,,,,1.30987544
Ecuador,2006,,,,1.42365577
Ecuador,2007,,,,1.5062409
Ecuador,2008,,,,1.63035466
Ecuador,2009,,,,2.18659128
Ecuador,2010,,,,2.45940763
Ecuador,2011,,,,2.59738099
Ecuador,2012,,,,2.957293
Ecuador,2013,,,,3.8583853
Ecuador,2014,,,,4.50815657
Egypt,1995,,,,1.64602504
Egypt,1996,,,,1.62066467
Egypt,1997,,,,1.78553945
Egypt,1998,,,,1.96981126
Egypt,1999,,,,2.1234134
Egypt,2000,,,,2.24695839
Egypt,2001,,,,2.32755828
Egypt,2002,,,,2.40381706
Egypt,2003,,,,2.06854796
Egypt,2004,,,,1.98591149
Egypt,2005,,,,1.98504099
Egypt,2006,,,,2.28751928
Egypt,2007,,,,2.04669573
Egypt,2008,,,,2.0297272
Egypt,2009,,,,2.05812685
Egypt,2010,,,,1.87259285
Egypt,2011,,,,1.99080414
Egypt,2012,,,,1.90923133
Egypt,2013,,,,2.0574681
Egypt,2014,,,,2.1553845
El Salvador,1995,,,,2.45676543
El Salvador,1996,,,,3.10632723
El Salvador,1997,,,,3.20477299
El Salvador,1998,,,,3.68357541
El Salvador,1999,,,,3.65173293
El Salvador,2000,,,,3.79630276
El Salvador,2001,,,,3.75344867
El Salvador,2002,,,,3.80568022
El Salvador,2003,,,,3.75017367
El Salvador,2004,,,,3.63530419
El Salvador,2005,,,,3.81255309
El Salvador,2006,,,,4.15313881
El Salvador,2007,,,,3.74476965
El Salvador,2008,,,,3.70671478
El Salvador,2009,,,,4.13369693
El Salvador,2010,,,,4.29012069
El Salvador,2011,,,,4.32790334
El Salvador,2012,,,,4.21047115
El Salvador,2013,,,,4.63229191
El Salvador,2014,,,,4.46950833
Equatorial Guinea,1995,,,,3.88385813
Equatorial Guinea,1996,,,,2.73299809
Equatorial Guinea,1997,,,,2.25124564
Equatorial Guinea,1998,,,,3.05595426
Equatorial Guinea,1999,,,,1.92225661
Equatorial Guinea,2000,,,,2.16627168
Equatorial Guinea,2001,,,,1.33552519
Equatorial Guinea,2002,,,,1.11172151
Equatorial Guinea,2003,,,,1.52759716
Equatorial Guinea,2004,,,,1.35245463
Equatorial Guinea,2005,,,,0.91398212
Equatorial Guinea,2006,,,,1.46745206
Equatorial Guinea,2007,,,,1.64082836
Equatorial Guinea,2008,,,,1.79507957
Equatorial Guinea,2009,,,,4.4611084
Equatorial Guinea,2010,,,,3.05717111
Equatorial Guinea,2011,,,,2.59665433
Equatorial Guinea,2012,,,,3.32588194
Equatorial Guinea,2013,,,,2.96178991
Equatorial Guinea,2014,,,,2.93271044
Eritrea,1995,,,,2.1719744
Eritrea,1996,,,,1.32110035
Eritrea,1997,,,,1.77092697
Eritrea,1998,,,,1.85142628
Eritrea,1999,,,,1.9965689
Eritrea,2000,,,,1.58851117
Eritrea,2001,,,,1.38678138
Eritrea,2002,,,,1.64046934
Eritrea,2003,,,,1.291689
Eritrea,2004,,,,1.23601456
Eritrea,2005,,,,1.09593914
Eritrea,2006,,,,1.47045053
Eritrea,2007,,,,1.49033813
Eritrea,2008,,,,1.93142961
Eritrea,2009,,,,1.39796022
Eritrea,2010,,,,1.42486356
Eritrea,2011,,,,1.40782257
Eritrea,2012,,,,1.38397646
Eritrea,2013,,,,1.37826626
Eritrea,2014,,,,1.52746401
Estonia,1995,,,,5.67149484
Estonia,1996,,,,5.80962437
Estonia,1997,,,,5.51790868
Estonia,1998,,,,4.79702497
Estonia,1999,,,4.3893,4.53643744
Estonia,2000,,,3.975,4.07551484
Estonia,2001,,,3.7519,3.81748706
Estonia,2002,,,3.6236,3.73572585
Estonia,2003,,,3.74,3.77500917
Estonia,2004,,,3.8404,3.87711768
Estonia,2005,,,3.7963,3.85004156
Estonia,2006,,,3.5991,3.67354922
Estonia,2007,,,3.8237,3.89924275
Estonia,2008,,,4.4736,4.71242341
Estonia,2009,,,5.0774,5.21671676
Estonia,2010,,,4.8219,4.9273468
Estonia,2011,,,4.4561,4.62588548
Estonia,2012,,,4.4449,5.11576165
Estonia,2013,,,4.5172,5.13860337
Estonia,2014,,,4.6323,5.0283959
Estonia,2015,,,4.7598,
Ethiopia,1995,,,,1.20108991
Ethiopia,1996,,,,1.11333172
Ethiopia,1997,,,,1.30828311
Ethiopia,1998,,,,1.63413601
Ethiopia,1999,,,,1.84274281
Ethiopia,2000,,,,2.38265541
Ethiopia,2001,,,,2.2308182
Ethiopia,2002,,,,2.55028135
Ethiopia,2003,,,,2.55636891
Ethiopia,2004,,,,2.37364068
Ethiopia,2005,,,,2.58033435
Ethiopia,2006,,,,2.52940563
Ethiopia,2007,,,,2.5714771
Ethiopia,2008,,,,2.22132219
Ethiopia,2009,,,,2.4215197
Ethiopia,2010,,,,3.71673604
Ethiopia,2011,,,,3.73515573
Ethiopia,2012,,,,3.31059512
Ethiopia,2013,,,,2.95363772
Ethiopia,2014,,,,2.86756675
Fiji,1995,,,,2.46368722
Fiji,1996,,,,2.64361075
Fiji,1997,,,,2.89240714
Fiji,1998,,,,2.60443361
Fiji,1999,,,,2.50533762
Fiji,2000,,,,3.23557116
Fiji,2001,,,,2.62817835
Fiji,2002,,,,2.85448819
Fiji,2003,,,,2.70026476
Fiji,2004,,,,2.88766334
Fiji,2005,,,,2.93605582
Fiji,2006,,,,3.01236199
Fiji,2007,,,,2.7919826
Fiji,2008,,,,2.78032904
Fiji,2009,,,,2.95390616
Fiji,2010,,,,2.96520594
Fiji,2011,,,,2.6771442
Fiji,2012,,,,2.76214864
Fiji,2013,,,,2.90224387
Fiji,2014,,,,2.95320811
Finland,1880,0.23,,,
Finland,1890,0.34,,,
Finland,1900,0.35,,,
Finland,1910,0.38,,,
Finland,1920,0.19,,,
Finland,1930,1.28,,,
Finland,1960,,2.12,,
Finland,1961,,2.15,,
Finland,1962,,2.34,,
Finland,1963,,2.51,,
Finland,1964,,2.74,,
Finland,1965,,3.24,,
Finland,1966,,3.47,,
Finland,1967,,4.02,,
Finland,1968,,4.19,,
Finland,1969,,4.27,,
Finland,1970,,4.21,3.5528,
Finland,1971,,4.27,3.7532,
Finland,1972,,4.40,3.7513,
Finland,1973,,4.45,3.7547,
Finland,1974,,4.48,3.7616,
Finland,1975,,4.99,4.3466,
Finland,1976,,5.23,4.6021,
Finland,1977,,5.41,4.7896,
Finland,1978,,5.28,4.6943,
Finland,1979,,5.12,4.6162,
Finland,1980,,5.11,4.6079,
Finland,1981,,5.27,4.7387,
Finland,1982,,5.40,4.828,
Finland,1983,,5.42,4.8317,
Finland,1984,,5.38,4.8339,
Finland,1985,,5.68,5.1618,
Finland,1986,,5.84,5.2912,
Finland,1987,,5.89,5.4236,
Finland,1988,,5.74,5.2599,
Finland,1989,,5.78,5.3311,
Finland,1990,,6.32,5.7987,
Finland,1991,,7.21,6.6761,
Finland,1992,,,6.7196,
Finland,1993,,,5.9003,
Finland,1994,,,5.4473,
Finland,1995,,,5.2383,5.62718698
Finland,1996,,,5.3167,5.75353562
Finland,1997,,,5.0919,5.56313205
Finland,1998,,,4.9144,5.3265931
Finland,1999,,,4.8404,5.26877805
Finland,2000,,,4.8801,5.14446416
Finland,2001,,,5.0342,5.34361309
Finland,2002,,,5.3575,5.65716003
Finland,2003,,,5.7544,5.93223251
Finland,2004,,,5.8835,6.0172661
Finland,2005,,,6.0688,6.22186548
Finland,2006,,,6.0346,6.27918843
Finland,2007,,,5.8937,6.03173102
Finland,2008,,,6.0873,6.25382194
Finland,2009,,,6.6814,6.89682279
Finland,2010,,,6.6315,6.73883183
Finland,2011,,,6.7356,6.75355116
Finland,2012,,,7.0416,7.04083988
Finland,2013,,,7.1721,7.20401669
Finland,2014,,,7.1708,7.28981427
Finland,2015,,,7.2814,
France,1880,0.25,,,
France,1890,0.29,,,
France,1900,0.27,,,
France,1910,0.26,,,
France,1920,0.23,,,
France,1930,0.32,,,
France,1960,,2.45,,
France,1961,,2.74,,
France,1962,,3.01,,
France,1963,,3.24,,
France,1964,,3.46,,
France,1965,,3.55,,
France,1966,,3.73,,
France,1967,,3.85,,
France,1968,,3.72,,
France,1969,,4.07,,
France,1970,,4.35,3.8807,
France,1971,,4.51,,
France,1972,,4.66,,
France,1973,,4.68,,
France,1974,,4.77,,
France,1975,,5.37,4.7549,
France,1976,,5.31,,
France,1977,,5.40,,
France,1978,,5.65,,
France,1979,,5.79,,
France,1980,,5.95,5.3614,
France,1981,,6.25,,
France,1982,,6.30,,
France,1983,,6.35,,
France,1984,,6.58,,
France,1985,,6.50,5.9639,
France,1986,,6.47,,
France,1987,,6.49,,
France,1988,,6.40,,
France,1989,,6.51,,
France,1990,,6.57,6.047,
France,1991,,6.69,6.1866,
France,1992,,,6.3778,
France,1993,,,6.6795,
France,1994,,,6.6194,
France,1995,,,7.7756,8.05821871
France,1996,,,7.7677,8.04280869
France,1997,,,7.678,7.94448732
France,1998,,,7.5892,7.84424806
France,1999,,,7.5851,7.83124775
France,2000,,,7.5261,7.75949958
France,2001,,,7.627,7.84866657
France,2002,,,7.9031,8.1416539
France,2003,,,7.9102,8.12782088
France,2004,,,7.9765,8.20640927
France,2005,,,8.01,8.26633717
France,2006,,,7.8928,8.17318341
France,2007,,,7.8209,8.1182878
France,2008,,,7.8856,8.16933746
France,2009,,,8.4616,8.74652319
France,2010,,,8.3744,8.67910496
France,2011,,,8.3591,8.73113595
France,2012,,,8.4504,8.82605179
France,2013,,,8.5542,8.91069405
France,2014,,,8.7393,9.02451437
France,2015,,,8.6374,
Gabon,1995,,,,1.2574453
Gabon,1996,,,,1.28647559
Gabon,1997,,,,1.1921763
Gabon,1998,,,,1.7313439
Gabon,1999,,,,1.2139877
Gabon,2000,,,,1.15485616
Gabon,2001,,,,1.28583741
Gabon,2002,,,,1.20729001
Gabon,2003,,,,1.46758131
Gabon,2004,,,,1.36059829
Gabon,2005,,,,1.11498098
Gabon,2006,,,,1.23508614
Gabon,2007,,,,1.26697806
Gabon,2008,,,,1.07624141
Gabon,2009,,,,1.54809965
Gabon,2010,,,,2.44092455
Gabon,2011,,,,2.10328795
Gabon,2012,,,,2.2102012
Gabon,2013,,,,2.93182963
Gabon,2014,,,,2.35058092
Gambia,1995,,,,1.04110457
Gambia,1996,,,,0.89620451
Gambia,1997,,,,0.9212909
Gambia,1998,,,,1.1948231
Gambia,1999,,,,1.25261532
Gambia,2000,,,,1.23486671
Gambia,2001,,,,1.55374665
Gambia,2002,,,,1.40735689
Gambia,2003,,,,2.12397488
Gambia,2004,,,,2.51485024
Gambia,2005,,,,2.897599
Gambia,2006,,,,3.24463094
Gambia,2007,,,,3.40312534
