Entity,Year,"Unemployment rate, all ages, advanced education","Unemployment rate, all ages, less than basic education","Unemployment rate, all ages, all levels of education","Unemployment rate, all ages, intermediate education","Unemployment rate, all ages, basic education","Unemployment rate, all ages, education level not stated"

