Entity,Year,Number of people working in agriculture (GGDC 2017),Number of people working in mining (GGDC 2017),Number of people working in manufacturing (GGDC 2017),Number of people working in utilities (GGDC 2017),Number of people working in construction (GGDC 2017),"Number of people working in trade, restaurants and hotels (GGDC 2017)","Number of people working in transport, storage and communication (GGDC 2017)","Number of people working in finance, insurance, real estate and business services (GGDC 2017)",Number of people working in government services (GGDC 2017),"Number of people working in community, social and personal services (GGDC 2017)",Total number of people in all 10 sectors (GGDC 2017)
Germany,1984,,,7917.00000000000,,,,,,,,
Germany,1985,,,8039.00000000000,,,,,,,,
Germany,1986,,,8194.00000000000,,,,,,,,
Germany,1987,,,8223.00000000000,,,,,,,,
Germany,1988,,,8243.00000000000,,,,,,,,
Germany,1989,,,8366.00000000000,,,,,,,,
Germany,1990,,,8600.00000000000,,,,,,,,
Germany,1991,,,8734.00000000000,,,,,,,,
Ghana,1960,,,279.68054331146,,,,,,,,
Ghana,1961,,,281.32790464132,,,,,,,,
Ghana,1962,,,276.74901814968,,,,,,,,
Ghana,1963,,,290.14344660936,,,,,,,,
Ghana,1964,,,261.55367766616,,,,,,,,
Ghana,1965,,,253.27664115193,,,,,,,,
Ghana,1966,,,253.94245213618,,,,,,,,
Ghana,1967,,,305.55896535244,,,,,,,,
Ghana,1968,,,322.45094954725,,,,,,,,
Ghana,1969,,,366.28780690951,,,,,,,,
Ghana,1970,,,378.41282380453,,,,,,,,
Ghana,1971,,,383.17762690820,,,,,,,,
Ghana,1972,,,375.68475627014,,,,,,,,
Ghana,1973,,,492.61726488416,,,,,,,,
Ghana,1974,,,501.29106337959,,,,,,,,
Ghana,1975,,,590.13679937872,,,,,,,,
Ghana,1976,,,608.81537338871,,,,,,,,
Ghana,1977,,,675.59157246837,,,,,,,,
Ghana,1978,,,706.30375954730,,,,,,,,
Ghana,1979,,,634.05862251436,,,,,,,,
Ghana,1980,,,674.30383657457,,,,,,,,
Ghana,1981,,,587.35514324674,,,,,,,,
Ghana,1982,,,503.89663643321,,,,,,,,
Ghana,1983,,,483.00311105448,,,,,,,,
Ghana,1984,,,588.41800000000,,,,,,,,
Ghana,1985,,,704.58731651592,,,,,,,,
Ghana,1986,,,754.06366477477,,,,,,,,
Ghana,1987,,,800.50009383693,,,,,,,,
Ghana,1988,,,842.54296590883,,,,,,,,
Ghana,1989,,,876.64995638418,,,,,,,,
Ghana,1990,,,844.57134122587,,,,,,,,
Ghana,1991,,,780.87687823464,,,,,,,,
Ghana,1992,,,780.74035259117,,,,,,,,
Ghana,1993,,,787.52308871642,,,,,,,,
Ghana,1994,,,769.98304126757,,,,,,,,
Ghana,1995,,,755.28770597599,,,,,,,,
Ghana,1996,,,752.84833369203,,,,,,,,
Ghana,1997,,,778.52092917816,,,,,,,,
Ghana,1998,,,780.07757909849,,,,,,,,
Ghana,1999,,,787.58415414079,,,,,,,,
Ghana,2000,,,787.59771624651,,,,,,,,
Ghana,2001,,,816.09446354940,,,,,,,,
Ghana,2002,,,854.59791288590,,,,,,,,
Ghana,2003,,,893.20416474915,,,,,,,,
Ghana,2004,,,933.55444460551,,,,,,,,
Ghana,2005,,,979.45881015108,,,,,,,,
Ghana,2006,,,1019.79087827965,,,,,,,,
Ghana,2007,,,1006.59687992656,,,,,,,,
Ghana,2008,,,1043.02220483009,,,,,,,,
Ghana,2009,,,1028.59163233022,,,,,,,,
Ghana,2010,,,1106.06313634104,,,,,,,,
Ghana,2011,,,1248.90983477182,,,,,,,,
Great Britain,1948,,,7254.87758995513,,,,,,,,
Great Britain,1949,,,7388.03732495239,,,,,,,,
Great Britain,1950,,,7573.34352959891,,,,,,,,
Great Britain,1951,,,7746.54430379114,,,,,,,,
Great Britain,1952,,,7632.00830795434,,,,,,,,
Great Britain,1953,,,7749.33786466521,,,,,,,,
Great Britain,1954,,,7960.71730413637,,,,,,,,
Great Britain,1955,,,8141.36757399278,,,,,,,,
Great Britain,1956,,,8151.61063053103,,,,,,,,
Great Britain,1957,,,8156.26656532114,,,,,,,,
Great Britain,1958,,,8020.31326944982,,,,,,,,
Great Britain,1959,,,8052.90481298062,,,,,,,,
Great Britain,1960,,,8384.40737003672,,,,,,,,
Great Britain,1961,,,8489.63149629328,,,,,,,,
Great Britain,1962,,,8385.33855699474,,,,,,,,
Great Britain,1963,,,8264.28425245178,,,,,,,,
Great Britain,1964,,,8403.96229615519,,,,,,,,
Great Britain,1965,,,8511.97998328583,,,,,,,,
Great Britain,1966,,,8540.74002284255,,,,,,,,
Great Britain,1967,,,8281.89966683211,,,,,,,,
Great Britain,1968,,,8215.45405820108,,,,,,,,
Great Britain,1969,,,8320.57696140838,,,,,,,,
Great Britain,1970,,,8304.70935337709,,,,,,,,
Great Britain,1971,,,8121.40480291253,,,,,,,,
Great Britain,1972,,,7835.98027065121,,,,,,,,
Great Britain,1973,,,7879.06604778704,,,,,,,,
Great Britain,1974,,,7932.73172056840,,,,,,,,
Great Britain,1975,,,7552.91843009729,,,,,,,,
Great Britain,1976,,,7314.52645582394,,,,,,,,
Great Britain,1977,,,7364.88332621420,,,,,,,,
Great Britain,1978,,,7190.49082818991,,,,,,,,
Great Britain,1979,,,7217.90839200314,,,,,,,,
Great Britain,1980,,,6905.64120034405,,,,,,,,
Great Britain,1981,,,6222.16670643294,,,,,,,,
Great Britain,1982,,,5874.27198502771,,,,,,,,
Great Britain,1983,,,5554.37593585564,,,,,,,,
Great Britain,1984,,,5465.74966381009,,,,,,,,
Great Britain,1985,,,5425.68627085838,,,,,,,,
Great Britain,1986,,,5295.41665271938,,,,,,,,
Great Britain,1987,,,5253.20460621495,,,,,,,,
Great Britain,1988,,,5291.50399389190,,,,,,,,
Great Britain,1989,,,5299.58160772917,,,,,,,,
Great Britain,1990,,,5191.22763542745,,,,,,,,
Great Britain,1991,,,4767.87670949398,,,,,,,,
Great Britain,1992,,,4548.06055864439,,,,,,,,
Great Britain,1993,,,4355.15117523892,,,,,,,,
Great Britain,1994,,,4364.58333005504,,,,,,,,
Great Britain,1995,,,4442.00000000000,,,,,,,,
Great Britain,1996,,,4454.00000000000,,,,,,,,
Great Britain,1997,,,4476.00000000000,,,,,,,,
Great Britain,1998,,,4501.00000000000,,,,,,,,
Great Britain,1999,,,4330.00000000000,,,,,,,,
Great Britain,2000,,,4191.00000000000,,,,,,,,
Great Britain,2001,,,4016.00000000000,,,,,,,,
Great Britain,2002,,,3823.00000000000,,,,,,,,
Great Britain,2003,,,3643.00000000000,,,,,,,,
Great Britain,2004,,,3483.00000000000,,,,,,,,
Great Britain,2005,,,3328.00000000000,,,,,,,,
Great Britain,2006,,,3236.00000000000,,,,,,,,
Great Britain,2007,,,3172.00000000000,,,,,,,,
Great Britain,2008,,,3023.00000000000,,,,,,,,
Great Britain,2009,,,2826.00000000000,,,,,,,,
Great Britain,2010,,,3066.56802483244,,,,,,,,
Great Britain,2011,,,3276.15117995789,,,,,,,,
Hong Kong,1974,,,656.10714337780,,,,,,,,
Hong Kong,1975,,,742.17988001230,,,,,,,,
Hong Kong,1976,,,845.92000000000,,,,,,,,
Hong Kong,1977,,,873.01657891623,,,,,,,,
Hong Kong,1978,,,900.98111767376,,,,,,,,
Hong Kong,1979,,,929.84141883354,,,,,,,,
Hong Kong,1980,,,959.62617553039,,,,,,,,
Hong Kong,1981,,,990.36500000000,,,,,,,,
Hong Kong,1982,,,940.93500232203,,,,,,,,
Hong Kong,1983,,,893.97209977609,,,,,,,,
Hong Kong,1984,,,849.35315745068,,,,,,,,
Hong Kong,1985,,,806.96118620718,,,,,,,,
Hong Kong,1986,,,807.31249712847,,,,,,,,
Hong Kong,1987,,,804.50200975814,,,,,,,,
Hong Kong,1988,,,764.89170338249,,,,,,,,
Hong Kong,1989,,,710.43851058227,,,,,,,,
Hong Kong,1990,,,659.58625472529,,,,,,,,
Hong Kong,1991,,,628.58306592129,,,,,,,,
Hong Kong,1992,,,571.31938575073,,,,,,,,
Hong Kong,1993,,,521.69671811827,,,,,,,,
Hong Kong,1994,,,494.11881079687,,,,,,,,
Hong Kong,1995,,,469.52704630644,,,,,,,,
Hong Kong,1996,,,430.26805085209,,,,,,,,
Hong Kong,1997,,,389.07684533063,,,,,,,,
Hong Kong,1998,,,333.39406430588,,,,,,,,
Hong Kong,1999,,,310.82233761289,,,,,,,,
Hong Kong,2000,,,293.08113608765,,,,,,,,
Hong Kong,2001,,,286.66971177408,,,,,,,,
Hong Kong,2002,,,253.85704476675,,,,,,,,
Hong Kong,2003,,,237.09789238611,,,,,,,,
Hong Kong,2004,,,204.72628262294,,,,,,,,
Hong Kong,2005,,,197.84620684853,,,,,,,,
Hong Kong,2006,,,191.31894995109,,,,,,,,
Hong Kong,2007,,,178.52907050271,,,,,,,,
Hong Kong,2008,,,168.64999389648,,,,,,,,
Hong Kong,2009,,,154.62500000000,,,,,,,,
Hong Kong,2010,,,136.89466666667,,,,,,,,
Hong Kong,2011,,,136.99775000000,,,,,,,,
India,1960,,,16923.06305474410,,,,,,,,
India,1961,,,17519.78758469180,,,,,,,,
India,1962,,,17874.32225634350,,,,,,,,
India,1963,,,18569.52535387750,,,,,,,,
India,1964,,,18915.13378759390,,,,,,,,
India,1965,,,18437.26358268320,,,,,,,,
India,1966,,,17908.75575668770,,,,,,,,
India,1967,,,17326.22828310990,,,,,,,,
India,1968,,,17521.35353555230,,,,,,,,
India,1969,,,18463.30584514290,,,,,,,,
India,1970,,,18145.40404226510,,,,,,,,
India,1971,,,18546.00457001390,,,,,,,,
India,1972,,,19085.08113614910,,,,,,,,
India,1973,,,19730.29104639310,,,,,,,,
India,1974,,,20073.85670387170,,,,,,,,
India,1975,,,20189.29861389420,,,,,,,,
India,1976,,,21602.79403617910,,,,,,,,
India,1977,,,22600.29085805770,,,,,,,,
India,1978,,,24821.08618272880,,,,,,,,
India,1979,,,23967.61107798180,,,,,,,,
India,1980,,,23738.82819962010,,,,,,,,
India,1981,,,24983.45995554840,,,,,,,,
India,1982,,,25836.51603189820,,,,,,,,
India,1983,,,27554.14430417050,,,,,,,,
India,1984,,,28426.08436227060,,,,,,,,
India,1985,,,28660.16153260570,,,,,,,,
India,1986,,,29638.12832670820,,,,,,,,
India,1987,,,30797.57027908500,,,,,,,,
India,1988,,,32336.31608698090,,,,,,,,
India,1989,,,34661.68788353100,,,,,,,,
India,1990,,,35692.55489126610,,,,,,,,
India,1991,,,33012.65848264920,,,,,,,,
India,1992,,,36107.53037819760,,,,,,,,
India,1993,,,37152.23178208450,,,,,,,,
India,1994,,,39057.61190177210,,,,,,,,
India,1995,,,40802.62182451360,,,,,,,,
India,1996,,,43154.47185481090,,,,,,,,
India,1997,,,44177.68333364010,,,,,,,,
India,1998,,,44153.61250568080,,,,,,,,
India,1999,,,43794.00209549700,,,,,,,,
India,2000,,,47379.62103658570,,,,,,,,
India,2001,,,50460.63519354900,,,,,,,,
India,2002,,,52859.03780762980,,,,,,,,
India,2003,,,55073.62816228310,,,,,,,,
India,2004,,,55890.29843903500,,,,,,,,
India,2005,,,54486.39282898460,,,,,,,,
India,2006,,,53873.34936291750,,,,,,,,
India,2007,,,54890.12568020440,,,,,,,,
India,2008,,,56333.79777140120,,,,,,,,
India,2009,,,56572.87543256900,,,,,,,,
India,2010,,,54255.96773989700,,,,,,,,
Indonesia,1961,,,1948.00000000000,,,,,,,,
Indonesia,1971,,,3078.43203552331,,,,,,,,
Indonesia,1972,,,3233.62155041416,,,,,,,,
Indonesia,1973,,,3400.94837774175,,,,,,,,
Indonesia,1974,,,3605.04119375174,,,,,,,,
Indonesia,1975,,,3694.74535663216,,,,,,,,
Indonesia,1976,,,3698.27687603807,,,,,,,,
Indonesia,1977,,,3838.44723131118,,,,,,,,
Indonesia,1978,,,4092.11251677392,,,,,,,,
Indonesia,1979,,,4217.09959559150,,,,,,,,
Indonesia,1980,,,4701.59639290380,,,,,,,,
Indonesia,1981,,,5077.85335383465,,,,,,,,
Indonesia,1982,,,5039.09277019836,,,,,,,,
Indonesia,1983,,,5049.02784667424,,,,,,,,
Indonesia,1984,,,6041.74338150136,,,,,,,,
Indonesia,1985,,,6586.25627322739,,,,,,,,
Indonesia,1986,,,7057.06707980540,,,,,,,,
Indonesia,1987,,,7652.84083326675,,,,,,,,
Indonesia,1988,,,8402.70547518640,,,,,,,,
Indonesia,1989,,,9167.51947845289,,,,,,,,
Indonesia,1990,,,9615.46546014010,,,,,,,,
Indonesia,1991,,,8888.63079317538,,,,,,,,
Indonesia,1992,,,8778.11575210449,,,,,,,,
Indonesia,1993,,,9825.54778103954,,,,,,,,
Indonesia,1994,,,12125.33446567270,,,,,,,,
Indonesia,1995,,,11675.86700000000,,,,,,,,
Indonesia,1996,,,11463.74063457100,,,,,,,,
Indonesia,1997,,,11772.29297344100,,,,,,,,
Indonesia,1998,,,10302.20418345510,,,,,,,,
Indonesia,1999,,,11818.74522184640,,,,,,,,
Indonesia,2000,,,11841.89300000000,,,,,,,,
Indonesia,2001,,,12218.83968708160,,,,,,,,
Indonesia,2002,,,12215.95966138600,,,,,,,,
Indonesia,2003,,,11615.53462845760,,,,,,,,
Indonesia,2004,,,11246.52666079030,,,,,,,,
Indonesia,2005,,,11946.17900000000,,,,,,,,
Indonesia,2006,,,11882.90266956520,,,,,,,,
Indonesia,2007,,,12352.12496973410,,,,,,,,
Indonesia,2008,,,12532.52946557260,,,,,,,,
Indonesia,2009,,,12822.56359456110,,,,,,,,
Indonesia,2010,,,13538.63166037790,,,,,,,,
Indonesia,2011,,,14224.37569445010,,,,,,,,
Indonesia,2012,,,14899.72576730990,,,,,,,,
Italy,1951,,,4024.78217326267,,,,,,,,
Italy,1952,,,4034.76515650192,,,,,,,,
Italy,1953,,,4123.22503685399,,,,,,,,
Italy,1954,,,4254.02001847508,,,,,,,,
Italy,1955,,,4267.17595550886,,,,,,,,
Italy,1956,,,4432.29597493310,,,,,,,,
Italy,1957,,,4612.53623930423,,,,,,,,
Italy,1958,,,4635.29130025924,,,,,,,,
Italy,1959,,,4701.85053101898,,,,,,,,
Italy,1960,,,4795.33709679294,,,,,,,,
Italy,1961,,,4933.66228902617,,,,,,,,
Italy,1962,,,5007.34708779060,,,,,,,,
Italy,1963,,,5102.66499435524,,,,,,,,
Italy,1964,,,5093.39622139363,,,,,,,,
Italy,1965,,,4999.59606908137,,,,,,,,
Italy,1966,,,4999.89748419050,,,,,,,,
Italy,1967,,,5134.50809403119,,,,,,,,
Italy,1968,,,5218.60865071918,,,,,,,,
Italy,1969,,,5332.60499324093,,,,,,,,
Italy,1970,,,5492.30000000000,,,,,,,,
Italy,1971,,,5584.90000000000,,,,,,,,
Italy,1972,,,5554.40000000000,,,,,,,,
Italy,1973,,,5658.50000000000,,,,,,,,
Italy,1974,,,5852.60000000000,,,,,,,,
Italy,1975,,,5925.90000000000,,,,,,,,
Italy,1976,,,5947.80000000000,,,,,,,,
Italy,1977,,,6014.90000000000,,,,,,,,
Italy,1978,,,6032.70000000000,,,,,,,,
Italy,1979,,,6125.00000000000,,,,,,,,
Italy,1980,,,6211.00000000000,,,,,,,,
Italy,1981,,,6074.40000000000,,,,,,,,
Italy,1982,,,5962.60000000000,,,,,,,,
Italy,1983,,,5818.40000000000,,,,,,,,
Italy,1984,,,5584.60000000000,,,,,,,,
Italy,1985,,,5486.60000000000,,,,,,,,
Italy,1986,,,5450.60000000000,,,,,,,,
Italy,1987,,,5378.60000000000,,,,,,,,
Italy,1988,,,5455.70000000000,,,,,,,,
Italy,1989,,,5517.40000000000,,,,,,,,
Italy,1990,,,5579.20000000000,,,,,,,,
Italy,1991,,,5550.30000000000,,,,,,,,
Italy,1992,,,5355.20000000000,,,,,,,,
Italy,1993,,,5169.40000000000,,,,,,,,
Italy,1994,,,5089.50000000000,,,,,,,,
Italy,1995,,,5065.30000000000,,,,,,,,
Italy,1996,,,5004.80000000000,,,,,,,,
Italy,1997,,,4985.10000000000,,,,,,,,
Italy,1998,,,5070.70000000000,,,,,,,,
Italy,1999,,,5032.90000000000,,,,,,,,
Italy,2000,,,5004.70000000000,,,,,,,,
Italy,2001,,,4994.10000000000,,,,,,,,
Italy,2002,,,5034.40000000000,,,,,,,,
Italy,2003,,,5071.70000000000,,,,,,,,
Italy,2004,,,5026.40000000000,,,,,,,,
Italy,2005,,,4990.10000000000,,,,,,,,
Italy,2006,,,5034.10000000000,,,,,,,,
Italy,2007,,,5069.30000000000,,,,,,,,
Italy,2008,,,5002.56249635835,,,,,,,,
Italy,2009,,,4767.16505820176,,,,,,,,
Italy,2010,,,4585.69321770636,,,,,,,,
Italy,2011,,,4734.30138013809,,,,,,,,
Japan,1953,,,6836.18824888152,,,,,,,,
Japan,1954,,,7073.88603222233,,,,,,,,
Japan,1955,,,7187.98096822591,,,,,,,,
Japan,1956,,,7774.38155893584,,,,,,,,
Japan,1957,,,8431.07318925467,,,,,,,,
Japan,1958,,,8964.51477751953,,,,,,,,
Japan,1959,,,9168.64765967142,,,,,,,,
Japan,1960,,,9766.60294182390,,,,,,,,
Japan,1961,,,10412.70277165370,,,,,,,,
Japan,1962,,,10970.21663375720,,,,,,,,
Japan,1963,,,11442.03320099510,,,,,,,,
Japan,1964,,,11806.00598143580,,,,,,,,
Japan,1965,,,12052.50606554370,,,,,,,,
Japan,1966,,,12394.33235405280,,,,,,,,
Japan,1967,,,13284.04359512990,,,,,,,,
Japan,1968,,,13591.20580931130,,,,,,,,
Japan,1969,,,13988.87977312610,,,,,,,,
Japan,1970,,,13989.84266407960,,,,,,,,
Japan,1971,,,14051.46768510660,,,,,,,,
Japan,1972,,,14061.09659464210,,,,,,,,
Japan,1973,,,14651.34874916620,,,,,,,,
Japan,1974,,,14510.76666994840,,,,,,,,
Japan,1975,,,13700.01248706210,,,,,,,,
Japan,1976,,,13630.68433840670,,,,,,,,
Japan,1977,,,13493.95382300310,,,,,,,,
Japan,1978,,,13303.30141420080,,,,,,,,
Japan,1979,,,13279.22914036220,,,,,,,,
Japan,1980,,,13535.35813400560,,,,,,,,
Japan,1981,,,13676.90310417690,,,,,,,,
Japan,1982,,,13605.54260361850,,,,,,,,
Japan,1983,,,13826.55365863130,,,,,,,,
Japan,1984,,,14111.89638359660,,,,,,,,
Japan,1985,,,14233.96771287680,,,,,,,,
Japan,1986,,,14157.45472208610,,,,,,,,
Japan,1987,,,13996.20858267740,,,,,,,,
Japan,1988,,,14302.13148539130,,,,,,,,
Japan,1989,,,14608.22315946170,,,,,,,,
Japan,1990,,,14776.42863538840,,,,,,,,
Japan,1991,,,15135.81234716020,,,,,,,,
Japan,1992,,,15160.63166427150,,,,,,,,
Japan,1993,,,14669.20918546760,,,,,,,,
Japan,1994,,,14194.66384229940,,,,,,,,
Japan,1995,,,13658.56659269510,,,,,,,,
Japan,1996,,,13482.17119811760,,,,,,,,
Japan,1997,,,13452.88540175560,,,,,,,,
Japan,1998,,,12891.36911624770,,,,,,,,
Japan,1999,,,12526.98651516410,,,,,,,,
Japan,2000,,,12307.84921338130,,,,,,,,
Japan,2001,,,11965.55043284210,,,,,,,,
Japan,2002,,,11373.17260561170,,,,,,,,
Japan,2003,,,11126.51503522040,,,,,,,,
Japan,2004,,,10897.61891701020,,,,,,,,
Japan,2005,,,10816.17025215930,,,,,,,,
Japan,2006,,,10978.73843426850,,,,,,,,
Japan,2007,,,11050.78479526540,,,,,,,,
Japan,2008,,,10416.81994456210,,,,,,,,
Japan,2009,,,8620.84911068581,,,,,,,,
Japan,2010,,,8445.56382377723,,,,,,,,
Japan,2011,,,8357.92118032294,,,,,,,,
Japan,2012,,,8222.47345862085,,,,,,,,
Kenya,1969,,,136.90900000000,,,,,,,,
Kenya,1970,,,147.34942371469,,,,,,,,
Kenya,1971,,,157.96017333844,,,,,,,,
Kenya,1972,,,154.22101071849,,,,,,,,
Kenya,1973,,,163.39189897415,,,,,,,,
Kenya,1974,,,166.51722933491,,,,,,,,
Kenya,1975,,,157.37299869794,,,,,,,,
Kenya,1976,,,161.65184435986,,,,,,,,
Kenya,1977,,,166.53924549115,,,,,,,,
Kenya,1978,,,174.71536634819,,,,,,,,
Kenya,1979,,,176.70177647772,,,,,,,,
Kenya,1980,,,189.26393530537,,,,,,,,
Kenya,1981,,,205.58475600313,,,,,,,,
Kenya,1982,,,216.41806855776,,,,,,,,
Kenya,1983,,,230.13955605571,,,,,,,,
Kenya,1984,,,248.58103024866,,,,,,,,
Kenya,1985,,,270.32150393131,,,,,,,,
Kenya,1986,,,294.31214421557,,,,,,,,
Kenya,1987,,,318.13359992438,,,,,,,,
Kenya,1988,,,334.73982170688,,,,,,,,
Kenya,1989,,,368.50056965827,,,,,,,,
Kenya,1990,,,404.08109257028,,,,,,,,
Kenya,1991,,,441.05621131091,,,,,,,,
Kenya,1992,,,491.31175204655,,,,,,,,
Kenya,1993,,,561.14864327619,,,,,,,,
Kenya,1994,,,630.34897035276,,,,,,,,
Kenya,1995,,,746.72639324209,,,,,,,,
Kenya,1996,,,834.91919823768,,,,,,,,
Kenya,1997,,,919.85818040385,,,,,,,,
Kenya,1998,,,1005.17314005050,,,,,,,,
Kenya,1999,,,1090.38773255625,,,,,,,,
Kenya,2000,,,1161.90000000000,,,,,,,,
Kenya,2001,,,1256.00000000000,,,,,,,,
Kenya,2002,,,1349.30000000000,,,,,,,,
Kenya,2003,,,1436.10000000000,,,,,,,,
Kenya,2004,,,1560.30000000000,,,,,,,,
Kenya,2005,,,1681.10000000000,,,,,,,,
Kenya,2006,,,1746.50000000000,,,,,,,,
Kenya,2007,,,1831.90000000000,,,,,,,,
Kenya,2008,,,1906.60000000000,,,,,,,,
Kenya,2009,,,1923.20424081787,,,,,,,,
Kenya,2010,,,1951.35925785687,,,,,,,,
Kenya,2011,,,1990.34312760318,,,,,,,,
Malawi,1966,,,45.45210988555,,,,,,,,
Malawi,1967,,,47.79628970248,,,,,,,,
Malawi,1968,,,48.53566437311,,,,,,,,
Malawi,1969,,,49.77928740479,,,,,,,,
Malawi,1970,,,53.15851409186,,,,,,,,
Malawi,1971,,,52.95224017931,,,,,,,,
Malawi,1972,,,61.84101784293,,,,,,,,
Malawi,1973,,,62.22112643686,,,,,,,,
Malawi,1974,,,69.02583778044,,,,,,,,
Malawi,1975,,,80.50834744711,,,,,,,,
Malawi,1976,,,77.14596749573,,,,,,,,
Malawi,1977,,,78.92030884642,,,,,,,,
Malawi,1978,,,83.08864005087,,,,,,,,
Malawi,1979,,,83.77118527072,,,,,,,,
Malawi,1980,,,87.91302777048,,,,,,,,
Malawi,1981,,,76.81174218791,,,,,,,,
Malawi,1982,,,74.45391037217,,,,,,,,
Malawi,1983,,,98.88108403501,,,,,,,,
Malawi,1984,,,100.25131938938,,,,,,,,
Malawi,1985,,,119.28067430002,,,,,,,,
Malawi,1986,,,132.62153107849,,,,,,,,
Malawi,1987,,,95.00395400459,,,,,,,,
Malawi,1988,,,97.26467960194,,,,,,,,
Malawi,1989,,,104.62346597397,,,,,,,,
Malawi,1990,,,115.45128894867,,,,,,,,
Malawi,1991,,,117.89144269974,,,,,,,,
Malawi,1992,,,120.32283419008,,,,,,,,
Malawi,1993,,,106.76275059275,,,,,,,,
Malawi,1994,,,109.23085088317,,,,,,,,
Malawi,1995,,,114.25311006638,,,,,,,,
Malawi,1996,,,111.67659792201,,,,,,,,
Malawi,1997,,,111.41587515742,,,,,,,,
Malawi,1998,,,112.15576117856,,,,,,,,
Malawi,1999,,,116.92694827246,,,,,,,,
Malawi,2000,,,116.31024643788,,,,,,,,
Malawi,2001,,,102.31137490650,,,,,,,,
Malawi,2002,,,104.68811269879,,,,,,,,
Malawi,2003,,,114.46415055851,,,,,,,,
Malawi,2004,,,132.38105639872,,,,,,,,
Malawi,2005,,,141.44593883156,,,,,,,,
Malawi,2006,,,156.30199233097,,,,,,,,
Malawi,2007,,,187.54566664497,,,,,,,,
Malawi,2008,,,229.58790841984,,,,,,,,
Malawi,2009,,,246.45915053152,,,,,,,,
Malawi,2010,,,263.27254518888,,,,,,,,
Malaysia,1975,,,417.43818800081,,,,,,,,
Malaysia,1976,,,580.49998018863,,,,,,,,
Malaysia,1977,,,617.77124697442,,,,,,,,
Malaysia,1978,,,619.63481031371,,,,,,,,
Malaysia,1979,,,658.76964043879,,,,,,,,
Malaysia,1980,,,697.90447056386,,,,,,,,
Malaysia,1981,,,735.17573734965,,,,,,,,
Malaysia,1982,,,760.33384243006,,,,,,,,
Malaysia,1983,,,783.62838417117,,,,,,,,
Malaysia,1984,,,819.03608761767,,,,,,,,
Malaysia,1985,,,796.67332754620,,,,,,,,
Malaysia,1986,,,801.33223589442,,,,,,,,
Malaysia,1987,,,858.17091774275,,,,,,,,
Malaysia,1988,,,943.89483135006,,,,,,,,
Malaysia,1989,,,1091.11633515391,,,,,,,,
Malaysia,1990,,,1242.06496563635,,,,,,,,
Malaysia,1991,,,1369.71905437767,,,,,,,,
Malaysia,1992,,,1527.19015654762,,,,,,,,
Malaysia,1993,,,1623.16366852102,,,,,,,,
Malaysia,1994,,,1762.93091896772,,,,,,,,
Malaysia,1995,,,1911.54224055504,,,,,,,,
Malaysia,1996,,,2058.19692405248,,,,,,,,
Malaysia,1997,,,2166.55740493402,,,,,,,,
Malaysia,1998,,,2064.09898483551,,,,,,,,
Malaysia,1999,,,2153.79067465775,,,,,,,,
Malaysia,2000,,,2299.95891705804,,,,,,,,
Malaysia,2001,,,2334.79694374412,,,,,,,,
Malaysia,2002,,,2211.64845790587,,,,,,,,
Malaysia,2003,,,2278.03318855305,,,,,,,,
Malaysia,2004,,,2162.58148307969,,,,,,,,
Malaysia,2005,,,2126.55627498291,,,,,,,,
Malaysia,2006,,,2226.50751999920,,,,,,,,
Malaysia,2007,,,2113.72830770810,,,,,,,,
Malaysia,2008,,,2078.87899661151,,,,,,,,
Malaysia,2009,,,1931.78497186026,,,,,,,,
Malaysia,2010,,,2108.50000000000,,,,,,,,
Malaysia,2011,,,2222.30000000000,,,,,,,,
Mauritius,1962,,,25.99263054441,,,,,,,,
Mauritius,1970,,,20.34502723245,,,,,,,,
Mauritius,1971,,,25.42803237402,,,,,,,,
Mauritius,1972,,,30.11303353060,,,,,,,,
Mauritius,1973,,,35.44371828341,,,,,,,,
Mauritius,1974,,,42.64841429650,,,,,,,,
Mauritius,1975,,,43.34550995902,,,,,,,,
Mauritius,1976,,,50.88703403423,,,,,,,,
Mauritius,1977,,,54.14541714826,,,,,,,,
Mauritius,1978,,,51.83145714333,,,,,,,,
Mauritius,1979,,,55.85416284320,,,,,,,,
Mauritius,1980,,,59.09316451467,,,,,,,,
Mauritius,1981,,,60.67523977375,,,,,,,,
Mauritius,1982,,,63.35955378668,,,,,,,,
Mauritius,1983,,,62.25113249725,,,,,,,,
Mauritius,1984,,,69.77396515284,,,,,,,,
Mauritius,1985,,,76.29844482597,,,,,,,,
Mauritius,1986,,,100.73011042554,,,,,,,,
Mauritius,1987,,,95.12890814310,,,,,,,,
Mauritius,1988,,,103.41596885186,,,,,,,,
Mauritius,1989,,,116.41233870218,,,,,,,,
Mauritius,1990,,,130.93500000000,,,,,,,,
Mauritius,1991,,,131.44600872261,,,,,,,,
Mauritius,1992,,,131.75745910278,,,,,,,,
Mauritius,1993,,,131.28146701827,,,,,,,,
Mauritius,1994,,,131.29681530700,,,,,,,,
Mauritius,1995,,,132.88568091086,,,,,,,,
Mauritius,1996,,,129.47176734452,,,,,,,,
Mauritius,1997,,,130.09272200174,,,,,,,,
Mauritius,1998,,,136.12191376176,,,,,,,,
Mauritius,1999,,,138.06283262207,,,,,,,,
Mauritius,2000,,,134.02700000000,,,,,,,,
Mauritius,2001,,,134.01670901434,,,,,,,,
Mauritius,2002,,,128.78846256982,,,,,,,,
Mauritius,2003,,,122.66723297732,,,,,,,,
Mauritius,2004,,,104.48723919587,,,,,,,,
