Entity,Year,Number of people working in agriculture (GGDC 2017),Number of people working in mining (GGDC 2017),Number of people working in manufacturing (GGDC 2017),Number of people working in utilities (GGDC 2017),Number of people working in construction (GGDC 2017),"Number of people working in trade, restaurants and hotels (GGDC 2017)","Number of people working in transport, storage and communication (GGDC 2017)","Number of people working in finance, insurance, real estate and business services (GGDC 2017)",Number of people working in government services (GGDC 2017),"Number of people working in community, social and personal services (GGDC 2017)",Total number of people in all 10 sectors (GGDC 2017)
Mauritius,2005,,,98.11923922176,,,,,,,,
Mauritius,2006,,,98.62122026190,,,,,,,,
Mauritius,2007,,,110.24895534338,,,,,,,,
Mauritius,2008,,,109.43449282219,,,,,,,,
Mauritius,2009,,,101.77040284463,,,,,,,,
Mauritius,2010,,,99.64148748458,,,,,,,,
Mauritius,2011,,,96.76900000000,,,,,,,,
Mexico,1950,,,969.35860862629,,,,,,,,
Mexico,1951,,,1002.29293933394,,,,,,,,
Mexico,1952,,,1035.87948316009,,,,,,,,
Mexico,1953,,,1059.68291217629,,,,,,,,
Mexico,1954,,,1063.54120161885,,,,,,,,
Mexico,1955,,,1084.55597452559,,,,,,,,
Mexico,1956,,,1133.21659830793,,,,,,,,
Mexico,1957,,,1199.01986770769,,,,,,,,
Mexico,1958,,,1153.73511081826,,,,,,,,
Mexico,1959,,,1205.93817202863,,,,,,,,
Mexico,1960,,,1230.54487873759,,,,,,,,
Mexico,1961,,,1327.09776889063,,,,,,,,
Mexico,1962,,,1387.74384534613,,,,,,,,
Mexico,1963,,,1490.63797309930,,,,,,,,
Mexico,1964,,,1565.77660759796,,,,,,,,
Mexico,1965,,,1740.45631793277,,,,,,,,
Mexico,1966,,,1827.65323984443,,,,,,,,
Mexico,1967,,,1949.93934116426,,,,,,,,
Mexico,1968,,,2044.17839678502,,,,,,,,
Mexico,1969,,,2141.04114649598,,,,,,,,
Mexico,1970,,,2247.78882520419,,,,,,,,
Mexico,1971,,,2372.41571837171,,,,,,,,
Mexico,1972,,,2549.33803044560,,,,,,,,
Mexico,1973,,,2712.46080108038,,,,,,,,
Mexico,1974,,,2976.24937867078,,,,,,,,
Mexico,1975,,,3081.29250097835,,,,,,,,
Mexico,1976,,,3287.61116039798,,,,,,,,
Mexico,1977,,,3317.19821777843,,,,,,,,
Mexico,1978,,,3538.51338620221,,,,,,,,
Mexico,1979,,,3906.57556847596,,,,,,,,
Mexico,1980,,,4188.28686230201,,,,,,,,
Mexico,1981,,,4319.29378787822,,,,,,,,
Mexico,1982,,,4416.55470629258,,,,,,,,
Mexico,1983,,,4222.63716016796,,,,,,,,
Mexico,1984,,,4433.63387107639,,,,,,,,
Mexico,1985,,,4741.94899905653,,,,,,,,
Mexico,1986,,,4901.74346287159,,,,,,,,
Mexico,1987,,,5125.55029879075,,,,,,,,
Mexico,1988,,,5305.33293885575,,,,,,,,
Mexico,1989,,,5622.41032992908,,,,,,,,
Mexico,1990,,,5858.41386134362,,,,,,,,
Mexico,1991,,,5930.69264578058,,,,,,,,
Mexico,1992,,,6131.06781142770,,,,,,,,
Mexico,1993,,,6091.15195342447,,,,,,,,
Mexico,1994,,,5989.64914408041,,,,,,,,
Mexico,1995,,,5852.61498362451,,,,,,,,
Mexico,1996,,,6247.05620886224,,,,,,,,
Mexico,1997,,,6671.61989037600,,,,,,,,
Mexico,1998,,,6993.53959210262,,,,,,,,
Mexico,1999,,,7311.40688900465,,,,,,,,
Mexico,2000,,,7695.08095320321,,,,,,,,
Mexico,2001,,,7522.67431365882,,,,,,,,
Mexico,2002,,,7262.75762258695,,,,,,,,
Mexico,2003,,,7158.74239054373,,,,,,,,
Mexico,2004,,,7452.09905977473,,,,,,,,
Mexico,2005,,,7253.20428761275,,,,,,,,
Mexico,2006,,,7429.63811980499,,,,,,,,
Mexico,2007,,,7483.06157048069,,,,,,,,
Mexico,2008,,,7802.64902983147,,,,,,,,
Mexico,2009,,,7506.45513102489,,,,,,,,
Mexico,2010,,,7757.72513068584,,,,,,,,
Mexico,2011,,,7900.69210963316,,,,,,,,
Mexico,2012,,,8153.96916274825,,,,,,,,
Morocco,1960,,,240.69359605255,,,,,,,,
Morocco,1961,,,249.99094426736,,,,,,,,
Morocco,1962,,,261.31623553513,,,,,,,,
Morocco,1963,,,276.77401858465,,,,,,,,
Morocco,1964,,,274.96657604575,,,,,,,,
Morocco,1965,,,273.17093681319,,,,,,,,
Morocco,1966,,,292.26294871500,,,,,,,,
Morocco,1967,,,290.35435740735,,,,,,,,
Morocco,1968,,,309.06238922898,,,,,,,,
Morocco,1969,,,327.51369707464,,,,,,,,
Morocco,1970,,,345.71083613734,,,,,,,,
Morocco,1971,,,347.73300000000,,,,,,,,
Morocco,1972,,,388.54207168500,,,,,,,,
Morocco,1973,,,425.86726712375,,,,,,,,
Morocco,1974,,,450.71304201381,,,,,,,,
Morocco,1975,,,485.03677634288,,,,,,,,
Morocco,1976,,,522.35860619510,,,,,,,,
Morocco,1977,,,565.06161291446,,,,,,,,
Morocco,1978,,,601.72395295069,,,,,,,,
Morocco,1979,,,618.04715806742,,,,,,,,
Morocco,1980,,,654.83386767804,,,,,,,,
Morocco,1981,,,671.94892173360,,,,,,,,
Morocco,1982,,,715.70000000000,,,,,,,,
Morocco,1983,,,736.01377006540,,,,,,,,
Morocco,1984,,,757.76530442654,,,,,,,,
Morocco,1985,,,800.51142372352,,,,,,,,
Morocco,1986,,,799.70251243975,,,,,,,,
Morocco,1987,,,813.36450855546,,,,,,,,
Morocco,1988,,,858.79791668827,,,,,,,,
Morocco,1989,,,834.31337943849,,,,,,,,
Morocco,1990,,,917.17365652551,,,,,,,,
Morocco,1991,,,933.78038764315,,,,,,,,
Morocco,1992,,,946.49791368603,,,,,,,,
Morocco,1993,,,925.26161318335,,,,,,,,
Morocco,1994,,,947.76000000000,,,,,,,,
Morocco,1995,,,975.66550946865,,,,,,,,
Morocco,1996,,,997.01401242102,,,,,,,,
Morocco,1997,,,1023.34089919872,,,,,,,,
Morocco,1998,,,1036.89385375268,,,,,,,,
Morocco,1999,,,1056.98252758368,,,,,,,,
Morocco,2000,,,1080.73480003171,,,,,,,,
Morocco,2001,,,1104.51961255519,,,,,,,,
Morocco,2002,,,1138.88143003643,,,,,,,,
Morocco,2003,,,1160.37497065631,,,,,,,,
Morocco,2004,,,1161.86000000000,,,,,,,,
Morocco,2005,,,1196.45864762972,,,,,,,,
Morocco,2006,,,1225.24213719797,,,,,,,,
Morocco,2007,,,1269.37665725115,,,,,,,,
Morocco,2008,,,1285.39310079215,,,,,,,,
Morocco,2009,,,1277.83739749321,,,,,,,,
Morocco,2010,,,1304.33012923058,,,,,,,,
Morocco,2011,,,1333.27769544214,,,,,,,,
Morocco,2012,,,1342.84525821019,,,,,,,,
Netherlands,1949,,,1033.89462349062,,,,,,,,
Netherlands,1959,,,1235.22099024538,,,,,,,,
Netherlands,1960,,,1264.91909063419,,,,,,,,
Netherlands,1961,,,1297.91697995508,,,,,,,,
Netherlands,1962,,,1311.11613568344,,,,,,,,
Netherlands,1963,,,1332.01479892000,,,,,,,,
Netherlands,1964,,,1343.01409536030,,,,,,,,
Netherlands,1965,,,1339.71430642821,,,,,,,,
Netherlands,1966,,,1305.61648746329,,,,,,,,
Netherlands,1967,,,1302.31669853120,,,,,,,,
Netherlands,1968,,,1323.21536176776,,,,,,,,
Netherlands,1969,,,1323.21536176776,,,,,,,,
Netherlands,1970,,,1308.19856266536,,,,,,,,
Netherlands,1971,,,1271.41281216285,,,,,,,,
Netherlands,1972,,,1261.78358502313,,,,,,,,
Netherlands,1973,,,1264.30021474447,,,,,,,,
Netherlands,1974,,,1233.02277212328,,,,,,,,
Netherlands,1975,,,1192.99449159668,,,,,,,,
Netherlands,1976,,,1174.70435134770,,,,,,,,
Netherlands,1977,,,1159.62342216247,,,,,,,,
Netherlands,1978,,,1154.28474353722,,,,,,,,
Netherlands,1979,,,1147.41216129469,,,,,,,,
Netherlands,1980,,,1125.85181443068,,,,,,,,
Netherlands,1981,,,1093.15995656594,,,,,,,,
Netherlands,1982,,,1053.00521573325,,,,,,,,
Netherlands,1983,,,1038.60659269923,,,,,,,,
Netherlands,1984,,,1047.48753110054,,,,,,,,
Netherlands,1985,,,1066.49665545720,,,,,,,,
Netherlands,1986,,,1074.61248553981,,,,,,,,
Netherlands,1987,,,1075.19736220733,,,,,,,,
Netherlands,1988,,,1089.93108080171,,,,,,,,
Netherlands,1989,,,1119.50441053283,,,,,,,,
Netherlands,1990,,,1136.82475602215,,,,,,,,
Netherlands,1991,,,1120.93217012815,,,,,,,,
Netherlands,1992,,,1084.98479775463,,,,,,,,
Netherlands,1993,,,1047.85648694202,,,,,,,,
Netherlands,1994,,,1047.34876713669,,,,,,,,
Netherlands,1995,,,1029.78000000000,,,,,,,,
Netherlands,1996,,,1012.50600000000,,,,,,,,
Netherlands,1997,,,1025.94600000000,,,,,,,,
Netherlands,1998,,,1032.08500000000,,,,,,,,
Netherlands,1999,,,1035.14500000000,,,,,,,,
Netherlands,2000,,,1038.93200000000,,,,,,,,
Netherlands,2001,,,1031.58700000000,,,,,,,,
Netherlands,2002,,,1007.72200000000,,,,,,,,
Netherlands,2003,,,975.00100000000,,,,,,,,
Netherlands,2004,,,947.77400000000,,,,,,,,
Netherlands,2005,,,928.50500000000,,,,,,,,
Netherlands,2006,,,925.38300000000,,,,,,,,
Netherlands,2007,,,929.57500000000,,,,,,,,
Netherlands,2008,,,942.27564306411,,,,,,,,
Netherlands,2009,,,923.92851535138,,,,,,,,
Netherlands,2010,,,898.19234082613,,,,,,,,
Netherlands,2011,,,920.52809989440,,,,,,,,
Nigeria,1960,,,566.89697488203,,,,,,,,
Nigeria,1961,,,663.97497343311,,,,,,,,
Nigeria,1962,,,797.15699301614,,,,,,,,
Nigeria,1963,,,968.62004582845,,,,,,,,
Nigeria,1964,,,1079.15755084484,,,,,,,,
Nigeria,1965,,,1378.79690650981,,,,,,,,
Nigeria,1966,,,1446.70349424306,,,,,,,,
Nigeria,1967,,,1297.97139958992,,,,,,,,
Nigeria,1968,,,1230.53476662239,,,,,,,,
Nigeria,1969,,,1453.77297436674,,,,,,,,
Nigeria,1970,,,1575.59996822126,,,,,,,,
Nigeria,1971,,,1371.68443029540,,,,,,,,
Nigeria,1972,,,1517.14591382625,,,,,,,,
Nigeria,1973,,,1701.89958226274,,,,,,,,
Nigeria,1974,,,1478.90598131532,,,,,,,,
Nigeria,1975,,,1646.29449460010,,,,,,,,
Nigeria,1976,,,1828.03858443618,,,,,,,,
Nigeria,1977,,,1748.08340243179,,,,,,,,
Nigeria,1978,,,1799.49642057533,,,,,,,,
Nigeria,1979,,,1739.45273886382,,,,,,,,
Nigeria,1980,,,1841.66453470251,,,,,,,,
Nigeria,1981,,,1815.36322171659,,,,,,,,
Nigeria,1982,,,1846.42127850837,,,,,,,,
Nigeria,1983,,,1148.53492753327,,,,,,,,
Nigeria,1984,,,913.00000000000,,,,,,,,
Nigeria,1985,,,1147.10977036892,,,,,,,,
Nigeria,1986,,,1100.09531547492,,,,,,,,
Nigeria,1987,,,1139.64388195751,,,,,,,,
Nigeria,1988,,,1292.89023457634,,,,,,,,
Nigeria,1989,,,1315.92242368135,,,,,,,,
Nigeria,1990,,,1376.25747806801,,,,,,,,
Nigeria,1991,,,1499.45687845862,,,,,,,,
Nigeria,1992,,,1426.78023999373,,,,,,,,
Nigeria,1993,,,1368.70247979608,,,,,,,,
Nigeria,1994,,,1345.56745043638,,,,,,,,
Nigeria,1995,,,1271.10786153106,,,,,,,,
Nigeria,1996,,,1277.14878969459,,,,,,,,
Nigeria,1997,,,1277.53242864229,,,,,,,,
Nigeria,1998,,,1185.87101076395,,,,,,,,
Nigeria,1999,,,1222.06446684294,,,,,,,,
Nigeria,2000,,,1230.74428547965,,,,,,,,
Nigeria,2001,,,1282.07519198668,,,,,,,,
Nigeria,2002,,,1373.96790348354,,,,,,,,
Nigeria,2003,,,1413.41133054549,,,,,,,,
Nigeria,2004,,,1539.88627879896,,,,,,,,
Nigeria,2005,,,1643.36174499644,,,,,,,,
Nigeria,2006,,,1750.25852833529,,,,,,,,
Nigeria,2007,,,1867.09993588218,,,,,,,,
Nigeria,2008,,,1979.52062031983,,,,,,,,
Nigeria,2009,,,2078.67104366520,,,,,,,,
Nigeria,2010,,,2176.98323146301,,,,,,,,
Nigeria,2011,,,2344.67109475625,,,,,,,,
Peru,1960,,,367.26700109397,,,,,,,,
Peru,1961,,,383.68522293812,,,,,,,,
Peru,1962,,,394.42303115137,,,,,,,,
Peru,1963,,,405.46537090736,,,,,,,,
Peru,1964,,,421.65421586676,,,,,,,,
Peru,1965,,,434.41205232438,,,,,,,,
Peru,1966,,,454.89781775142,,,,,,,,
Peru,1967,,,464.63486283355,,,,,,,,
Peru,1968,,,477.49217546447,,,,,,,,
Peru,1969,,,468.18490501727,,,,,,,,
Peru,1970,,,506.28426906246,,,,,,,,
Peru,1971,,,572.48117182067,,,,,,,,
Peru,1972,,,577.21445277181,,,,,,,,
Peru,1973,,,587.90614692128,,,,,,,,
Peru,1974,,,639.45816139278,,,,,,,,
Peru,1975,,,604.77473995041,,,,,,,,
Peru,1976,,,601.44389541525,,,,,,,,
Peru,1977,,,611.11754879127,,,,,,,,
Peru,1978,,,609.56034607998,,,,,,,,
Peru,1979,,,553.61279366845,,,,,,,,
Peru,1980,,,591.43232390851,,,,,,,,
Peru,1981,,,618.18876704630,,,,,,,,
Peru,1982,,,653.58488763542,,,,,,,,
Peru,1983,,,684.98405148304,,,,,,,,
Peru,1984,,,700.33324029806,,,,,,,,
Peru,1985,,,684.23218603585,,,,,,,,
Peru,1986,,,751.04445557658,,,,,,,,
Peru,1987,,,824.89746106659,,,,,,,,
Peru,1988,,,892.23391747524,,,,,,,,
Peru,1989,,,909.88014582790,,,,,,,,
Peru,1990,,,885.12691620597,,,,,,,,
Peru,1991,,,948.77169658732,,,,,,,,
Peru,1992,,,964.44073318498,,,,,,,,
Peru,1993,,,1003.21219494419,,,,,,,,
Peru,1994,,,1095.31074112157,,,,,,,,
Peru,1995,,,1180.07934405992,,,,,,,,
Peru,1996,,,1253.83231292220,,,,,,,,
Peru,1997,,,1245.26249463162,,,,,,,,
Peru,1998,,,1167.09718531893,,,,,,,,
Peru,1999,,,1096.60371999403,,,,,,,,
Peru,2000,,,1209.60791622683,,,,,,,,
Peru,2001,,,1144.94004523955,,,,,,,,
Peru,2002,,,1124.01319468876,,,,,,,,
Peru,2003,,,974.20771852382,,,,,,,,
Peru,2004,,,1083.02688358440,,,,,,,,
Peru,2005,,,1080.96358841474,,,,,,,,
Peru,2006,,,1093.36888135004,,,,,,,,
Peru,2007,,,1191.31001330521,,,,,,,,
Peru,2008,,,1217.86563681536,,,,,,,,
Peru,2009,,,1163.12940392994,,,,,,,,
Peru,2010,,,1179.98833542711,,,,,,,,
Peru,2011,,,1161.81621052594,,,,,,,,
Philippines,1971,,,1454.79858274051,,,,,,,,
Philippines,1972,,,1337.29041923686,,,,,,,,
Philippines,1973,,,1418.72015944597,,,,,,,,
Philippines,1974,,,1443.81345955952,,,,,,,,
Philippines,1975,,,1675.56767167622,,,,,,,,
Philippines,1976,,,1630.03560445736,,,,,,,,
Philippines,1977,,,1544.27018463916,,,,,,,,
Philippines,1978,,,1765.59489407745,,,,,,,,
Philippines,1979,,,1800.09313322158,,,,,,,,
Philippines,1980,,,1836.89878629479,,,,,,,,
Philippines,1981,,,1830.27575981353,,,,,,,,
Philippines,1982,,,1762.43786229175,,,,,,,,
Philippines,1983,,,1910.85339225012,,,,,,,,
Philippines,1984,,,1953.49203884274,,,,,,,,
Philippines,1985,,,1944.70121577244,,,,,,,,
Philippines,1986,,,1928.51918963382,,,,,,,,
Philippines,1987,,,2081.41233905340,,,,,,,,
Philippines,1988,,,2260.54546554718,,,,,,,,
Philippines,1989,,,2320.85146746536,,,,,,,,
Philippines,1990,,,2210.24675831660,,,,,,,,
Philippines,1991,,,2413.33689340094,,,,,,,,
Philippines,1992,,,2571.89530467044,,,,,,,,
Philippines,1993,,,2478.27365307833,,,,,,,,
Philippines,1994,,,2604.91267046729,,,,,,,,
Philippines,1995,,,2593.73486967260,,,,,,,,
Philippines,1996,,,2772.87982093103,,,,,,,,
Philippines,1997,,,2770.55237683875,,,,,,,,
Philippines,1998,,,2703.59342677162,,,,,,,,
Philippines,1999,,,2802.14139984582,,,,,,,,
Philippines,2000,,,2791.10644470464,,,,,,,,
Philippines,2001,,,2898.43073047859,,,,,,,,
Philippines,2002,,,2862.02267002519,,,,,,,,
Philippines,2003,,,2933.34256926952,,,,,,,,
Philippines,2004,,,3053.04030226700,,,,,,,,
Philippines,2005,,,3069.00000000000,,,,,,,,
Philippines,2006,,,3059.00000000000,,,,,,,,
Philippines,2007,,,3059.25000000000,,,,,,,,
Philippines,2008,,,2925.75000000000,,,,,,,,
Philippines,2009,,,2893.50000000000,,,,,,,,
Philippines,2010,,,3037.86701601602,,,,,,,,
Philippines,2011,,,3042.71335468802,,,,,,,,
Philippines,2012,,,3008.45663938889,,,,,,,,
Senegal,1970,,,56.43977925029,,,,,,,,
Senegal,1971,,,59.63500000000,,,,,,,,
Senegal,1972,,,62.06821500491,,,,,,,,
Senegal,1973,,,62.78889198446,,,,,,,,
Senegal,1974,,,72.44076700551,,,,,,,,
Senegal,1975,,,73.60773549020,,,,,,,,
Senegal,1976,,,84.80849182401,,,,,,,,
Senegal,1977,,,89.27129875232,,,,,,,,
Senegal,1978,,,78.83666738163,,,,,,,,
Senegal,1979,,,89.61829637643,,,,,,,,
Senegal,1980,,,87.47831444553,,,,,,,,
Senegal,1981,,,92.78002125542,,,,,,,,
Senegal,1982,,,102.72006173051,,,,,,,,
Senegal,1983,,,100.89458134267,,,,,,,,
Senegal,1984,,,107.19188485666,,,,,,,,
Senegal,1985,,,111.21030679992,,,,,,,,
Senegal,1986,,,119.18827996118,,,,,,,,
Senegal,1987,,,134.29565805640,,,,,,,,
Senegal,1988,,,138.59812062778,,,,,,,,
Senegal,1989,,,147.07132706782,,,,,,,,
Senegal,1990,,,151.32116572114,,,,,,,,
Senegal,1991,,,161.12400000000,,,,,,,,
Senegal,1992,,,165.99124468974,,,,,,,,
Senegal,1993,,,173.69417930057,,,,,,,,
Senegal,1994,,,178.63630681199,,,,,,,,
Senegal,1995,,,199.29200042091,,,,,,,,
Senegal,1996,,,210.74257051575,,,,,,,,
Senegal,1997,,,222.10921077246,,,,,,,,
Senegal,1998,,,239.46281302834,,,,,,,,
Senegal,1999,,,243.95922386715,,,,,,,,
Senegal,2000,,,257.45242326908,,,,,,,,
Senegal,2001,,,282.43768790924,,,,,,,,
Senegal,2002,,,298.88616655653,,,,,,,,
Senegal,2003,,,312.49841491265,,,,,,,,
Senegal,2004,,,331.32959947741,,,,,,,,
Senegal,2005,,,344.42517407795,,,,,,,,
Senegal,2006,,,342.32772983890,,,,,,,,
Senegal,2007,,,371.29542128186,,,,,,,,
Senegal,2008,,,370.28893267754,,,,,,,,
Senegal,2009,,,397.71524200815,,,,,,,,
Senegal,2010,,,429.58287707249,,,,,,,,
Singapore,1970,,,143.10000000000,,,,,,,,
Singapore,1971,,,166.85775707686,,,,,,,,
Singapore,1972,,,204.89773360021,,,,,,,,
Singapore,1973,,,189.87687059369,,,,,,,,
Singapore,1974,,,233.70664093410,,,,,,,,
Singapore,1975,,,218.65182898432,,,,,,,,
Singapore,1976,,,233.82660258371,,,,,,,,
Singapore,1977,,,245.46486701288,,,,,,,,
Singapore,1978,,,269.50060844312,,,,,,,,
Singapore,1979,,,293.52690950132,,,,,,,,
Singapore,1980,,,312.88481877890,,,,,,,,
Singapore,1981,,,350.65106862019,,,,,,,,
Singapore,1982,,,359.61124702200,,,,,,,,
Singapore,1983,,,346.81581282460,,,,,,,,
Singapore,1984,,,346.41638593485,,,,,,,,
Singapore,1985,,,312.87242640333,,,,,,,,
Singapore,1986,,,305.65056238140,,,,,,,,
Singapore,1987,,,338.07351794611,,,,,,,,
Singapore,1988,,,379.51592566896,,,,,,,,
Singapore,1989,,,403.99615713388,,,,,,,,
Singapore,1990,,,439.37141370113,,,,,,,,
Singapore,1991,,,443.11645419054,,,,,,,,
Singapore,1992,,,437.93366115079,,,,,,,,
Singapore,1993,,,423.78604156701,,,,,,,,
Singapore,1994,,,407.73231310765,,,,,,,,
Singapore,1995,,,385.07737633651,,,,,,,,
Singapore,1996,,,396.41228373258,,,,,,,,
Singapore,1997,,,417.63072061336,,,,,,,,
Singapore,1998,,,421.58512566981,,,,,,,,
Singapore,1999,,,426.30197187965,,,,,,,,
Singapore,2000,,,434.22072850528,,,,,,,,
Singapore,2001,,,437.01055235127,,,,,,,,
Singapore,2002,,,449.60481503000,,,,,,,,
Singapore,2003,,,445.53826698438,,,,,,,,
Singapore,2004,,,464.05712409508,,,,,,,,
Singapore,2005,,,474.49101161210,,,,,,,,
Singapore,2006,,,524.53367700557,,,,,,,,
Singapore,2007,,,558.49066227051,,,,,,,,
Singapore,2008,,,579.61384471200,,,,,,,,
Singapore,2009,,,538.94057094355,,,,,,,,
Singapore,2010,,,542.77930009864,,,,,,,,
Singapore,2011,,,543.38567581431,,,,,,,,
South Africa,1960,,,643.52000000000,,,,,,,,
South Africa,1961,,,667.58237340307,,,,,,,,
South Africa,1962,,,696.92538204279,,,,,,,,
South Africa,1963,,,731.19166777514,,,,,,,,
South Africa,1964,,,795.33802326303,,,,,,,,
South Africa,1965,,,868.08598175678,,,,,,,,
South Africa,1966,,,888.76433235396,,,,,,,,
South Africa,1967,,,921.90325931262,,,,,,,,
South Africa,1968,,,932.73090206457,,,,,,,,
South Africa,1969,,,975.01638772572,,,,,,,,
South Africa,1970,,,1023.72000000000,,,,,,,,
South Africa,1971,,,1035.24392394513,,,,,,,,
South Africa,1972,,,1059.95429212640,,,,,,,,
South Africa,1973,,,1065.53506806618,,,,,,,,
South Africa,1974,,,1106.85640996697,,,,,,,,
South Africa,1975,,,1129.38136694064,,,,,,,,
South Africa,1976,,,1176.47827682486,,,,,,,,
South Africa,1977,,,1200.12385396192,,,,,,,,
South Africa,1978,,,1242.75713960689,,,,,,,,
South Africa,1979,,,1295.33253382532,,,,,,,,
South Africa,1980,,,1353.06583672691,,,,,,,,
South Africa,1981,,,1414.23992765032,,,,,,,,
South Africa,1982,,,1445.28247422966,,,,,,,,
South Africa,1983,,,1446.42114659344,,,,,,,,
South Africa,1984,,,1467.89882119075,,,,,,,,
South Africa,1985,,,1484.21021099330,,,,,,,,
South Africa,1986,,,1463.68497680425,,,,,,,,
South Africa,1987,,,1529.58828661343,,,,,,,,
South Africa,1988,,,1587.53799430476,,,,,,,,
South Africa,1989,,,1608.17278322071,,,,,,,,
South Africa,1990,,,1646.87140995843,,,,,,,,
South Africa,1991,,,1657.61311736639,,,,,,,,
South Africa,1992,,,1632.49412099054,,,,,,,,
South Africa,1993,,,1618.41139945540,,,,,,,,
South Africa,1994,,,1629.56812519420,,,,,,,,
South Africa,1995,,,1633.05519028151,,,,,,,,
South Africa,1996,,,1562.60362376637,,,,,,,,
South Africa,1997,,,1594.48033539914,,,,,,,,
South Africa,1998,,,1655.93743128670,,,,,,,,
South Africa,1999,,,1718.08240627314,,,,,,,,
South Africa,2000,,,1821.57968476357,,,,,,,,
South Africa,2001,,,1806.00175131349,,,,,,,,
South Africa,2002,,,1894.27670753065,,,,,,,,
South Africa,2003,,,1779.00000000000,,,,,,,,
South Africa,2004,,,1833.00000000000,,,,,,,,
South Africa,2005,,,1860.00000000000,,,,,,,,
South Africa,2006,,,1922.00000000000,,,,,,,,
South Africa,2007,,,1960.00000000000,,,,,,,,
South Africa,2008,,,1990.00000000000,,,,,,,,
South Africa,2009,,,1853.00000000000,,,,,,,,
South Africa,2010,,,1739.00000000000,,,,,,,,
South Africa,2011,,,1766.00000000000,,,,,,,,
South Korea,1963,,,617.85932361413,,,,,,,,
South Korea,1964,,,645.20719531509,,,,,,,,
South Korea,1965,,,781.94655381985,,,,,,,,
South Korea,1966,,,843.73248618127,,,,,,,,
South Korea,1967,,,1034.15470395087,,,,,,,,
South Korea,1968,,,1185.07444037465,,,,,,,,
South Korea,1969,,,1247.87325687313,,,,,,,,
South Korea,1970,,,1284.33708580774,,,,,,,,
South Korea,1971,,,1353.21320712866,,,,,,,,
South Korea,1972,,,1463.61757806954,,,,,,,,
South Korea,1973,,,1796.85645916634,,,,,,,,
South Korea,1974,,,2037.92288378956,,,,,,,,
South Korea,1975,,,2233.40952224452,,,,,,,,
South Korea,1976,,,2712.50371907974,,,,,,,,
South Korea,1977,,,2834.04981552843,,,,,,,,
South Korea,1978,,,3054.85855741020,,,,,,,,
South Korea,1979,,,3166.27581248816,,,,,,,,
South Korea,1980,,,3010.29165537902,,,,,,,,
South Korea,1981,,,2895.83574788984,,,,,,,,
South Korea,1982,,,3072.07758774043,,,,,,,,
South Korea,1983,,,3308.07959167828,,,,,,,,
South Korea,1984,,,3391.13609091822,,,,,,,,
South Korea,1985,,,3549.14601630150,,,,,,,,
South Korea,1986,,,3875.29470843880,,,,,,,,
South Korea,1987,,,4472.89634931148,,,,,,,,
South Korea,1988,,,4727.13026771664,,,,,,,,
South Korea,1989,,,4903.37210756723,,,,,,,,
South Korea,1990,,,4932.49906191370,,,,,,,,
South Korea,1991,,,5048.00250156348,,,,,,,,
South Korea,1992,,,4881.27579737336,,,,,,,,
South Korea,1993,,,4697.47467166979,,,,,,,,
South Korea,1994,,,4734.63664790494,,,,,,,,
South Korea,1995,,,4818.00000000000,,,,,,,,
South Korea,1996,,,4725.00000000000,,,,,,,,
South Korea,1997,,,4537.00000000000,,,,,,,,
South Korea,1998,,,3917.00000000000,,,,,,,,
South Korea,1999,,,4027.00000000000,,,,,,,,
South Korea,2000,,,4293.00000000000,,,,,,,,
South Korea,2001,,,4267.00000000000,,,,,,,,
South Korea,2002,,,4241.00000000000,,,,,,,,
South Korea,2003,,,4205.00000000000,,,,,,,,
South Korea,2004,,,4290.00000000000,,,,,,,,
South Korea,2005,,,4234.00000000000,,,,,,,,
South Korea,2006,,,4167.00000000000,,,,,,,,
South Korea,2007,,,4119.00000000000,,,,,,,,
South Korea,2008,,,4144.13300051203,,,,,,,,
South Korea,2009,,,4131.65437788018,,,,,,,,
South Korea,2010,,,4337.57474830239,,,,,,,,
Spain,1950,,,1532.13203475810,,,,,,,,
Spain,1956,,,1884.49843923998,,,,,,,,
Spain,1957,,,1973.58087513014,,,,,,,,
Spain,1958,,,2064.28299167285,,,,,,,,
Spain,1959,,,2032.69921894816,,,,,,,,
Spain,1960,,,2039.17794155835,,,,,,,,
Spain,1961,,,2115.30293222812,,,,,,,,
Spain,1962,,,2216.53297301239,,,,,,,,
Spain,1963,,,2295.89732498726,,,,,,,,
Spain,1964,,,2375.83803964559,,,,,,,,
Spain,1965,,,2464.97123500241,,,,,,,,
Spain,1966,,,2534.46028518325,,,,,,,,
Spain,1967,,,2558.17925391370,,,,,,,,
Spain,1968,,,2610.48367535052,,,,,,,,
Spain,1969,,,2678.27288324118,,,,,,,,
Spain,1970,,,2742.32312351374,,,,,,,,
Spain,1971,,,2774.09354168735,,,,,,,,
Spain,1972,,,2833.19818461200,,,,,,,,
Spain,1973,,,2896.08808305321,,,,,,,,
Spain,1974,,,2920.37306141343,,,,,,,,
Spain,1975,,,2944.61892865945,,,,,,,,
Spain,1976,,,2955.53009202358,,,,,,,,
Spain,1977,,,2968.76953913932,,,,,,,,
Spain,1978,,,2951.77435333395,,,,,,,,
Spain,1979,,,2940.52829775223,,,,,,,,
Spain,1980,,,2840.42915826149,,,,,,,,
Spain,1981,,,2664.09367795608,,,,,,,,
Spain,1982,,,2535.91887374856,,,,,,,,
Spain,1983,,,2484.30417147570,,,,,,,,
