Entity,Year,"Unemployment rate, ages 15-24, advanced education","Unemployment rate, ages 15-24, less than basic education education","Unemployment rate, ages 15-24, all levels of education","Unemployment rate, ages 15-24, intermediate education","Unemployment rate, ages 15-24, basic education","Unemployment rate, ages 15-24, education level not stated"

