Entity,Year,Import trade share from labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Import trade share from capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by labor-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000),Export trade share by capital-intensive countries (OWID calculations based on NBER- United Nations Trade Data 1962-2000)
Cambodia,1980,0.11631,4.53230,,
Cambodia,1981,0.21599,2.32715,,
Cambodia,1982,0.03486,1.80244,,
Cambodia,1983,0.00010,1.60307,,
Cambodia,1984,0.01568,1.13098,,
Cambodia,1985,,0.53115,,
Cambodia,1986,0.00573,0.14436,,
Cambodia,1987,0.02768,0.15857,,
Cambodia,1988,0.03553,0.31135,,
Cambodia,1989,0.08767,0.39937,,
Cambodia,1990,0.11415,0.68239,,
Cambodia,1991,0.02580,0.91361,,
Cambodia,1992,0.04374,27.12448,,
Cambodia,1993,0.12219,27.69987,,
Cambodia,1994,0.07062,31.81812,,
Cambodia,1995,0.06896,33.23475,,
Cambodia,1996,0.13591,33.38734,,
Cambodia,1997,0.11422,32.36074,,
Cambodia,1998,0.20006,29.96733,,
Cambodia,1999,0.29222,30.06598,,
Cambodia,2000,0.10315,35.42175,,
Canada,1962,0.19719,13.22639,,
Canada,1963,0.22295,12.84592,,
Canada,1964,0.20607,13.47023,,
Canada,1965,0.20070,14.02647,,
Canada,1966,0.16947,14.35600,,
Canada,1967,0.16631,15.02329,,
Canada,1968,0.14161,15.46032,,
Canada,1969,0.13025,16.16915,,
Canada,1970,0.12649,14.85908,,
Canada,1971,0.12189,15.24388,,
Canada,1972,0.13088,16.40766,,
Canada,1973,0.11106,17.40517,,
Canada,1974,0.12958,19.70168,,
Canada,1975,0.10528,19.10654,,
Canada,1976,0.11655,17.90706,,
Canada,1977,0.12469,18.36103,,
Canada,1978,0.05344,3.46496,,
Canada,1979,0.15034,21.37797,,
Canada,1980,0.13313,20.74561,,
Canada,1981,0.11620,20.96714,,
Canada,1982,0.08866,17.12637,,
Canada,1983,0.11895,17.51538,,
Canada,1984,0.14261,20.50305,,
Canada,1985,0.12831,20.71941,,
Canada,1986,0.13834,21.18450,,
Canada,1987,0.11347,20.09987,,
Canada,1988,0.14279,20.73972,,
Canada,1989,0.13384,19.72627,,
Canada,1990,0.13107,19.21435,,
Canada,1991,0.13873,18.92720,,
Canada,1992,0.15925,20.21690,,
Canada,1993,0.19761,22.22598,,
Canada,1994,0.21569,25.05641,,
Canada,1995,0.22869,26.59620,,
Canada,1996,0.22699,26.46578,,
Canada,1997,0.27019,29.40721,,
Canada,1998,0.32444,31.01177,,
Canada,1999,0.32319,31.16773,,
Canada,2000,0.38040,31.55605,,
Central African Republic,1962,0.52824,17.69511,,
Central African Republic,1963,0.63826,17.59943,,
Central African Republic,1964,0.64132,18.26522,,
Central African Republic,1965,0.43924,15.74282,,
Central African Republic,1966,0.47204,17.33291,,
Central African Republic,1967,0.51866,21.90501,,
Central African Republic,1968,0.37728,16.61498,,
Central African Republic,1969,0.42339,16.83157,,
Central African Republic,1970,0.30122,14.94237,,
Central African Republic,1971,0.19215,13.70271,,
Central African Republic,1972,0.10125,14.36265,,
Central African Republic,1973,0.28724,16.98551,,
Central African Republic,1974,0.99992,14.65231,,
Central African Republic,1975,0.36473,14.37979,,
Central African Republic,1976,0.28684,9.72447,,
Central African Republic,1977,0.18407,11.02301,,
Central African Republic,1978,0.17140,8.08400,,
Central African Republic,1979,0.11034,8.55889,,
Central African Republic,1980,0.23815,8.84365,,
Central African Republic,1981,0.13921,8.53548,,
Central African Republic,1982,0.05032,7.62384,,
Central African Republic,1983,0.00073,7.86962,,
Central African Republic,1984,,6.24534,,
Central African Republic,1985,0.02022,7.22447,,
Central African Republic,1986,0.03943,6.85361,,
Central African Republic,1987,0.19537,5.42422,,
Central African Republic,1988,0.11425,6.92153,,
Central African Republic,1989,0.24980,7.19431,,
Central African Republic,1990,0.16193,6.59061,,
Central African Republic,1991,0.29060,6.24425,,
Central African Republic,1992,0.05030,5.24500,,
Central African Republic,1993,0.00972,4.36974,,
Central African Republic,1994,,7.12753,,
Central African Republic,1995,0.01482,9.23377,,
Central African Republic,1996,0.02219,6.89891,,
Central African Republic,1997,0.01315,5.97238,,
Central African Republic,1998,0.04594,7.05719,,
Central African Republic,1999,0.08166,6.21969,,
Central African Republic,2000,0.06218,5.30814,,
Chile,1962,0.13089,7.89325,,
Chile,1963,0.19953,9.84572,,
Chile,1964,0.08665,9.50879,,
Chile,1965,0.11544,9.36275,,
Chile,1966,0.06850,9.89694,,
Chile,1967,0.04958,9.58941,,
Chile,1968,0.04083,9.67965,,
Chile,1969,0.02586,10.08188,,
Chile,1970,0.03850,9.61120,,
Chile,1971,0.05601,8.30771,,
Chile,1972,0.03244,7.45169,,
Chile,1973,0.06053,5.97923,,
Chile,1974,0.09600,10.82475,,
Chile,1975,0.06816,19.10391,,
Chile,1976,0.01588,12.52112,,
Chile,1977,0.02451,12.16949,,
Chile,1978,0.03676,11.61622,,
Chile,1979,0.03682,13.55851,,
Chile,1980,0.02173,12.97175,,
Chile,1981,0.03763,13.01536,,
Chile,1982,0.02326,9.80428,,
Chile,1983,0.01919,8.14138,,
Chile,1984,0.03082,13.71388,,
Chile,1985,0.44014,13.00240,,
Chile,1986,0.20347,14.12183,,
Chile,1987,0.12783,15.08188,,
Chile,1988,0.09920,12.20449,,
Chile,1989,0.14689,14.75430,,
Chile,1990,0.04162,18.77323,,
Chile,1991,0.07113,17.17134,,
Chile,1992,0.07015,17.93368,,
Chile,1993,0.08759,19.01907,,
Chile,1994,0.11552,17.97335,,
Chile,1995,0.15351,19.03803,,
Chile,1996,0.21113,20.21652,,
Chile,1997,0.23874,20.06781,,
Chile,1998,0.26671,19.84155,,
Chile,1999,0.21180,17.40064,,
Chile,2000,0.24864,20.04157,,
China,1962,0.11541,0.73135,,
China,1963,0.09632,1.07912,,
China,1964,0.16740,1.23902,,
China,1965,0.23765,1.40484,,
China,1966,0.17493,1.60431,,
China,1967,0.14142,1.71623,,
China,1968,0.10900,1.65130,,
China,1969,0.10830,1.52852,,
China,1970,0.11955,1.58214,,
China,1971,0.13071,1.40341,,
China,1972,0.11805,1.61777,,
China,1973,0.08823,2.52122,,
China,1974,0.16538,3.74984,,
China,1975,0.13894,3.36707,,
China,1976,0.12890,2.62599,,
China,1977,0.14633,2.79889,,
China,1978,0.10682,3.13400,,
China,1979,0.13150,4.31760,,
China,1980,0.17932,4.88254,,
China,1981,0.16557,4.68752,,
China,1982,0.12781,4.25603,,
China,1983,0.05952,4.16613,,
China,1984,0.12991,1.73450,,
China,1985,0.10836,3.41629,,
China,1986,0.13318,5.12948,,
China,1987,0.22486,11.66607,,
China,1988,0.22575,11.93575,,
China,1989,0.22599,11.31917,,
China,1990,0.18538,12.30908,,
China,1991,0.19385,14.66024,,
China,1992,0.22734,15.53517,,
China,1993,0.31488,15.56916,,
China,1994,0.36750,19.32527,,
China,1995,0.27610,16.86959,,
China,1996,0.27737,15.00623,,
China,1997,0.26499,13.63690,,
China,1998,0.24041,12.68500,,
China,1999,0.27061,13.98501,,
China,2000,0.38862,16.68148,,
Colombia,1962,0.06135,7.27830,,
Colombia,1963,0.02024,6.55365,,
Colombia,1964,0.01907,6.65140,,
Colombia,1965,0.01519,5.33167,,
Colombia,1966,0.01911,8.41889,,
Colombia,1967,0.00758,5.90741,,
Colombia,1968,0.00762,7.35602,,
Colombia,1969,0.00803,7.23881,,
Colombia,1970,0.01333,8.16130,,
Colombia,1971,0.01555,8.27518,,
Colombia,1972,0.01090,6.89594,,
Colombia,1973,0.01923,7.22125,,
Colombia,1974,0.01406,9.03641,,
Colombia,1975,0.00990,7.94992,,
Colombia,1976,0.03570,7.76236,,
Colombia,1977,0.02416,7.15017,,
Colombia,1978,0.00313,6.93873,,
Colombia,1979,0.01762,8.00026,,
Colombia,1980,0.02443,9.36422,,
Colombia,1981,0.00927,9.74256,,
Colombia,1982,0.00832,9.56243,,
Colombia,1983,0.00743,8.69256,,
Colombia,1984,0.00449,5.10416,,
Colombia,1985,0.01089,7.94127,,
Colombia,1986,0.01215,4.63145,,
Colombia,1987,0.01978,5.00038,,
Colombia,1988,0.01388,5.50194,,
Colombia,1989,0.01142,5.43360,,
Colombia,1990,0.01219,5.88726,,
Colombia,1991,0.02781,8.10128,,
Colombia,1992,0.03907,10.02656,,
Colombia,1993,0.08230,13.05355,,
Colombia,1994,0.06019,11.99352,,
Colombia,1995,0.06184,12.10541,,
Colombia,1996,0.06517,11.36427,,
Colombia,1997,0.09148,11.57486,,
Colombia,1998,0.11653,11.77207,,
Colombia,1999,0.09516,9.76794,,
Colombia,2000,0.15357,10.79347,,
Costa Rica,1962,0.32236,15.18965,,
Costa Rica,1963,0.54183,14.82052,,
Costa Rica,1964,0.58645,15.99830,,
Costa Rica,1965,2.00877,20.43166,,
Costa Rica,1966,2.89319,18.78477,,
Costa Rica,1967,3.85918,17.11518,,
Costa Rica,1968,4.97962,16.40476,,
Costa Rica,1969,4.73164,17.44501,,
Costa Rica,1970,5.50429,19.40555,,
Costa Rica,1971,5.59818,19.53609,,
Costa Rica,1972,5.05904,18.28924,,
Costa Rica,1973,4.31340,18.76033,,
Costa Rica,1974,5.41531,27.97165,,
Costa Rica,1975,4.61003,22.74421,,
Costa Rica,1976,4.44534,20.93265,,
Costa Rica,1977,4.34915,20.99541,,
Costa Rica,1978,0.00252,15.78643,,
Costa Rica,1979,4.17822,21.33647,,
Costa Rica,1980,3.61290,20.99343,,
Costa Rica,1981,4.58717,32.17727,,
Costa Rica,1982,3.42728,23.78115,,
Costa Rica,1983,0.23780,14.54248,,
Costa Rica,1984,,15.72648,,
Costa Rica,1985,,16.33329,,
Costa Rica,1986,,16.15196,,
Costa Rica,1987,,19.18013,,
Costa Rica,1988,0.00176,20.27229,,
Costa Rica,1989,0.00322,22.51418,,
Costa Rica,1990,0.00412,22.43662,,
Costa Rica,1991,,24.24732,,
Costa Rica,1992,0.01545,25.97383,,
Costa Rica,1993,0.00398,25.44977,,
Costa Rica,1994,0.01528,24.65865,,
Costa Rica,1995,0.00481,24.09303,,
Costa Rica,1996,0.00802,24.24229,,
Costa Rica,1997,0.01387,25.78436,,
Costa Rica,1998,1.54087,26.46294,,
Costa Rica,1999,1.63467,28.40825,,
Costa Rica,2000,0.13414,13.81546,,
Croatia,1992,,19.24026,,
Croatia,1993,0.10425,28.01011,,
Croatia,1994,0.10988,29.38380,,
Croatia,1995,0.08599,28.69090,,
Croatia,1996,0.08338,28.12799,,
Croatia,1997,0.11012,30.62037,,
Croatia,1998,0.05351,26.12784,,
Croatia,1999,0.09126,24.80088,,
Croatia,2000,0.05218,26.88343,,
Cuba,1970,0.14953,6.56353,,
Cuba,1971,0.12232,5.26725,,
Cuba,1972,0.02460,3.88183,,
Cuba,1973,0.05998,4.53841,,
Cuba,1974,0.06344,8.76429,,
Cuba,1975,0.04429,13.09191,,
Cuba,1976,0.00892,10.08915,,
Cuba,1977,0.01348,9.78724,,
Cuba,1978,0.00964,5.16651,,
Cuba,1979,0.00078,5.58342,,
Cuba,1980,0.04346,8.24406,,
Cuba,1981,0.09809,7.26318,,
Cuba,1982,0.02542,4.88934,,
Cuba,1983,0.00000,4.13684,,
Cuba,1984,0.03809,5.92702,,
Cuba,1985,0.02081,7.14606,,
Cuba,1986,0.03698,6.25898,,
Cuba,1987,0.04871,5.89602,,
Cuba,1988,0.06210,5.39197,,
Cuba,1989,0.05577,6.14485,,
Cuba,1990,0.03740,7.65720,,
Cuba,1991,0.01936,6.50360,,
Cuba,1992,0.03104,5.27392,,
Cuba,1993,0.04051,5.36802,,
Cuba,1994,0.02247,4.75175,,
Cuba,1995,0.06801,6.26719,,
Cuba,1996,0.06789,10.01177,,
Cuba,1997,0.04666,9.29747,,
Cuba,1998,0.04805,8.47273,,
Cuba,1999,0.04370,7.42597,,
Cuba,2000,0.04197,6.63247,,
Cyprus,1962,0.45998,27.51559,,
Cyprus,1963,0.70516,28.06182,,
Cyprus,1964,0.39215,23.11094,,
Cyprus,1965,0.50943,26.00477,,
Cyprus,1966,0.50875,25.19487,,
Cyprus,1967,0.39890,23.69378,,
Cyprus,1968,0.42750,28.18718,,
Cyprus,1969,0.46637,29.24570,,
Cyprus,1970,1.20310,30.79192,,
Cyprus,1971,0.49833,31.93072,,
Cyprus,1972,0.47376,35.72163,,
Cyprus,1973,0.44792,38.64775,,
Cyprus,1974,0.48609,47.14661,,
Cyprus,1975,0.38181,32.36601,,
Cyprus,1976,0.48703,42.47582,,
Cyprus,1977,0.85121,46.11584,,
Cyprus,1978,0.58263,43.27670,,
Cyprus,1979,0.62675,43.60044,,
Cyprus,1980,0.89654,40.77783,,
Cyprus,1981,0.58868,41.42508,,
Cyprus,1982,0.39366,42.09237,,
Cyprus,1983,0.62023,44.32560,,
Cyprus,1984,0.16206,47.49576,,
Cyprus,1985,0.10646,46.31137,,
Cyprus,1986,0.27495,37.79113,,
Cyprus,1987,0.21978,37.87185,,
Cyprus,1988,0.24007,39.98716,,
Cyprus,1989,0.27728,46.39735,,
Cyprus,1990,0.32995,42.49660,,
Cyprus,1991,0.53748,45.21509,,
Cyprus,1992,0.84637,49.20083,,
Cyprus,1993,0.67830,41.84210,,
Cyprus,1994,0.68300,41.48465,,
Cyprus,1995,0.45417,37.35406,,
Cyprus,1996,0.36503,38.07763,,
Cyprus,1997,0.48180,41.18388,,
Cyprus,1998,0.35340,44.24700,,
Cyprus,1999,0.36661,37.82654,,
Cyprus,2000,0.07155,46.36871,,
Czech Republic,1993,0.47585,30.18451,,
Czech Republic,1994,0.47759,30.43978,,
Czech Republic,1995,0.59943,41.29833,,
Czech Republic,1996,0.57664,40.28782,,
Czech Republic,1997,0.66357,42.73877,,
Czech Republic,1998,0.59581,44.69212,,
Czech Republic,1999,0.55436,43.36504,,
Czech Republic,2000,0.76590,50.95660,,
Denmark,1962,0.60513,24.52991,,
Denmark,1963,0.61053,22.79125,,
Denmark,1964,0.57793,24.47906,,
Denmark,1965,0.54700,23.62169,,
Denmark,1966,0.48387,22.71142,,
Denmark,1967,0.35170,21.80839,,
Denmark,1968,0.42075,21.66093,,
Denmark,1969,0.35808,22.66975,,
Denmark,1970,0.31081,24.85293,,
Denmark,1971,0.27008,23.21352,,
Denmark,1972,0.28846,20.94981,,
Denmark,1973,0.33230,24.20038,,
Denmark,1974,0.40458,27.69186,,
Denmark,1975,0.31274,24.33711,,
Denmark,1976,0.32913,26.78573,,
Denmark,1977,0.39807,25.19220,,
Denmark,1978,0.29965,23.32037,,
Denmark,1979,0.37163,24.73767,,
Denmark,1980,0.35332,25.40016,,
Denmark,1981,0.39912,26.30948,,
Denmark,1982,0.40986,26.02643,,
Denmark,1983,0.34539,25.40333,,
Denmark,1984,0.34943,26.56218,,
Denmark,1985,0.27337,27.53903,,
Denmark,1986,0.22446,25.00893,,
Denmark,1987,0.20992,22.46550,,
Denmark,1988,0.22808,22.28896,,
Denmark,1989,0.25625,22.89506,,
Denmark,1990,0.23702,22.24297,,
Denmark,1991,0.25340,22.55952,,
Denmark,1992,0.23143,21.45014,,
Denmark,1993,0.25893,20.84909,,
Denmark,1994,0.28479,22.14343,,
Denmark,1995,0.28027,22.80043,,
Denmark,1996,0.26175,22.45618,,
Denmark,1997,0.29940,25.06840,,
Denmark,1998,0.28329,25.25631,,
Denmark,1999,0.25912,24.37287,,
Denmark,2000,0.28366,26.57101,,
Djibouti,1970,10.37970,31.72375,,
Djibouti,1971,2.94438,34.12507,,
Djibouti,1972,12.42086,33.44069,,
Djibouti,1973,15.62873,41.90500,,
Djibouti,1974,13.18538,54.83477,,
Djibouti,1975,13.97985,43.42018,,
Djibouti,1976,0.40744,38.72463,,
Djibouti,1977,0.36236,37.50850,,
Djibouti,1978,0.13717,44.12176,,
Djibouti,1979,13.51240,45.88058,,
Djibouti,1980,20.86554,54.44550,,
Djibouti,1981,6.61613,58.60839,,
Djibouti,1982,11.64885,50.60363,,
Djibouti,1983,0.56992,46.25390,,
Djibouti,1984,0.44626,47.40190,,
Djibouti,1985,0.29428,48.36979,,
Djibouti,1986,0.30530,37.86775,,
Djibouti,1987,0.16397,41.96951,,
Djibouti,1988,0.11237,36.20831,,
Djibouti,1989,0.47386,34.95657,,
Djibouti,1990,0.96167,39.95654,,
Djibouti,1991,2.80115,51.64522,,
Djibouti,1992,3.17551,59.34035,,
Djibouti,1993,2.96849,54.69699,,
Djibouti,1994,1.94411,44.87576,,
Djibouti,1995,1.62706,51.90340,,
Djibouti,1996,2.07867,42.36079,,
Djibouti,1997,1.98145,41.08253,,
Djibouti,1998,2.63485,59.38365,,
Djibouti,1999,1.91967,57.89135,,
Djibouti,2000,0.49595,48.86766,,
Dominican Republic,1962,0.02309,11.21026,,
Dominican Republic,1963,0.04024,12.46816,,
Dominican Republic,1964,0.05118,14.01500,,
Dominican Republic,1965,0.11540,9.85987,,
Dominican Republic,1966,0.07071,11.83692,,
Dominican Republic,1967,0.05017,11.28587,,
Dominican Republic,1968,0.26105,12.99555,,
Dominican Republic,1969,0.28464,12.51413,,
Dominican Republic,1970,0.33973,13.82308,,
Dominican Republic,1971,0.26655,14.60272,,
Dominican Republic,1972,0.10873,9.83946,,
Dominican Republic,1973,0.48174,13.36166,,
Dominican Republic,1974,0.46405,16.39747,,
Dominican Republic,1975,0.42958,16.69369,,
Dominican Republic,1976,0.34682,15.30861,,
Dominican Republic,1977,0.22529,13.05363,,
Dominican Republic,1978,0.27853,12.72567,,
Dominican Republic,1979,0.18166,13.32725,,
Dominican Republic,1980,0.14952,15.49729,,
Dominican Republic,1981,0.12713,13.69460,,
Dominican Republic,1982,0.13415,11.38512,,
Dominican Republic,1983,0.00317,8.33533,,
Dominican Republic,1984,,7.39532,,
Dominican Republic,1985,,18.92122,,
Dominican Republic,1986,,20.58197,,
Dominican Republic,1987,0.00392,31.12203,,
Dominican Republic,1988,0.00287,34.16692,,
Dominican Republic,1989,0.00215,28.21432,,
Dominican Republic,1990,0.00144,25.66906,,
Dominican Republic,1991,0.00640,25.12683,,
Dominican Republic,1992,0.01390,26.35832,,
Dominican Republic,1993,0.01647,26.31261,,
Dominican Republic,1994,0.02795,27.37931,,
Dominican Republic,1995,0.04904,25.30797,,
Dominican Republic,1996,0.03894,25.49014,,
Dominican Republic,1997,0.03633,26.78997,,
Dominican Republic,1998,0.04850,27.71698,,
Dominican Republic,1999,0.07981,28.82451,,
Dominican Republic,2000,0.03255,14.10953,,
Ecuador,1962,0.14537,10.58883,,
Ecuador,1963,0.12667,12.65017,,
Ecuador,1964,0.16179,13.51387,,
Ecuador,1965,0.06018,13.75700,,
Ecuador,1966,0.05636,13.59820,,
Ecuador,1967,0.05277,14.59202,,
Ecuador,1968,0.04781,16.00162,,
Ecuador,1969,0.04371,13.70131,,
Ecuador,1970,0.04998,13.16024,,
Ecuador,1971,0.04781,17.48473,,
Ecuador,1972,0.03843,14.44105,,
Ecuador,1973,0.02375,13.25117,,
Ecuador,1974,0.03425,17.50066,,
Ecuador,1975,0.06451,18.96215,,
Ecuador,1976,0.10875,14.72962,,
Ecuador,1977,0.03280,14.57463,,
Ecuador,1978,0.00478,14.63796,,
Ecuador,1979,0.05599,16.95483,,
Ecuador,1980,0.05190,15.67948,,
Ecuador,1981,0.01212,12.61029,,
Ecuador,1982,0.05978,10.33820,,
Ecuador,1983,0.00118,8.31897,,
Ecuador,1984,0.19013,6.85510,,
Ecuador,1985,0.01339,8.80597,,
Ecuador,1986,0.05179,8.55994,,
Ecuador,1987,0.06541,14.58591,,
Ecuador,1988,0.09817,8.84148,,
Ecuador,1989,0.16163,9.53984,,
Ecuador,1990,0.18105,13.74919,,
Ecuador,1991,0.14339,15.68133,,
Ecuador,1992,0.13856,15.78636,,
Ecuador,1993,0.00671,14.37345,,
Ecuador,1994,0.06182,16.56463,,
Ecuador,1995,0.05113,17.46001,,
Ecuador,1996,0.13177,14.73880,,
Ecuador,1997,0.05775,15.75199,,
Ecuador,1998,0.09961,20.21183,,
Ecuador,1999,0.10331,14.89269,,
Ecuador,2000,0.20443,17.27326,,
Egypt,1962,0.75873,11.47007,,
Egypt,1963,0.71524,12.73708,,
Egypt,1964,0.85947,11.29418,,
Egypt,1965,1.23306,10.60581,,
Egypt,1966,0.97831,12.06714,,
Egypt,1967,0.98742,6.93327,,
Egypt,1968,0.67545,6.33880,,
Egypt,1969,0.72944,5.33237,,
Egypt,1970,1.07600,6.23727,,
Egypt,1971,0.76344,7.31561,,
Egypt,1972,0.55868,6.89153,,
Egypt,1973,0.42634,7.53441,,
Egypt,1974,0.60424,17.15320,,
Egypt,1975,1.33861,26.43839,,
Egypt,1976,1.17709,21.59999,,
Egypt,1977,0.91722,20.85903,,
Egypt,1978,0.93325,24.49769,,
Egypt,1979,0.74147,21.59242,,
Egypt,1980,0.48229,21.46656,,
Egypt,1981,0.50910,28.44545,,
Egypt,1982,0.46654,24.97446,,
Egypt,1983,0.23101,22.34264,,
Egypt,1984,0.24183,20.49175,,
Egypt,1985,0.16824,16.23584,,
Egypt,1986,0.10936,12.24853,,
Egypt,1987,0.08254,9.29646,,
Egypt,1988,0.07551,8.66743,,
Egypt,1989,0.10135,9.51808,,
Egypt,1990,0.16827,15.56749,,
Egypt,1991,0.25810,25.92188,,
Egypt,1992,0.31357,22.00592,,
Egypt,1993,0.28598,21.41102,,
Egypt,1994,0.28731,20.35724,,
Egypt,1995,0.36540,20.29915,,
Egypt,1996,0.33804,19.76257,,
Egypt,1997,0.40801,19.88433,,
Egypt,1998,0.40691,19.60902,,
Egypt,1999,0.33396,18.15243,,
Egypt,2000,0.09591,12.47584,,
El Salvador,1962,0.02751,39.73032,,
El Salvador,1963,11.60376,54.07441,,
El Salvador,1964,13.09114,63.46355,,
El Salvador,1965,14.32084,60.96058,,
El Salvador,1966,16.68747,61.76553,,
El Salvador,1967,16.38617,59.58006,,
El Salvador,1968,18.67800,51.66086,,
El Salvador,1969,16.53863,49.72696,,
El Salvador,1970,14.63280,47.79094,,
El Salvador,1971,14.77650,54.13337,,
El Salvador,1972,16.19530,56.46492,,
El Salvador,1973,17.17717,67.44186,,
El Salvador,1974,18.37574,89.32546,,
El Salvador,1975,18.53302,82.24923,,
El Salvador,1976,18.45026,76.22076,,
El Salvador,1977,17.33756,81.79469,,
El Salvador,1978,0.06738,64.83228,,
El Salvador,1979,18.31302,70.04808,,
El Salvador,1980,22.48066,59.96764,,
El Salvador,1981,22.61720,68.33816,,
El Salvador,1982,19.00924,60.35669,,
El Salvador,1983,1.23867,37.53573,,
El Salvador,1984,,37.69863,,
El Salvador,1985,0.00552,33.23820,,
El Salvador,1986,,26.02639,,
El Salvador,1987,,22.65172,,
El Salvador,1988,0.05127,22.07726,,
El Salvador,1989,0.01910,21.01519,,
El Salvador,1990,0.00433,19.35983,,
El Salvador,1991,0.01288,18.33544,,
El Salvador,1992,0.01160,21.35238,,
El Salvador,1993,0.00176,21.06751,,
El Salvador,1994,0.08224,20.44254,,
El Salvador,1995,0.07965,19.36591,,
El Salvador,1996,0.06917,17.33299,,
El Salvador,1997,0.05618,21.48296,,
El Salvador,1998,0.08915,21.93509,,
El Salvador,1999,0.07534,20.98252,,
El Salvador,2000,0.05706,11.28287,,
Estonia,1992,0.02591,23.71368,,
Estonia,1993,0.05344,23.56334,,
Estonia,1994,0.12079,53.42736,,
Estonia,1995,0.02265,53.03082,,
Estonia,1996,0.05593,59.36562,,
Estonia,1997,0.08255,65.30499,,
Estonia,1998,0.12435,66.08608,,
Estonia,1999,0.14495,61.34374,,
Estonia,2000,0.09750,70.97583,,
Ethiopia,1962,0.38660,5.55228,,
Ethiopia,1963,0.34537,5.36917,,
Ethiopia,1964,0.28225,5.87705,,
Ethiopia,1965,0.27946,6.86934,,
Ethiopia,1966,0.23490,7.09043,,
Ethiopia,1967,0.14454,5.98105,,
Ethiopia,1968,0.18393,6.67663,,
Ethiopia,1969,0.18115,4.55598,,
Ethiopia,1970,0.33912,6.45660,,
Ethiopia,1971,0.29642,5.73199,,
Ethiopia,1972,0.34330,6.01489,,
Ethiopia,1973,0.26816,6.00886,,
Ethiopia,1974,0.33664,6.85373,,
Ethiopia,1975,0.31840,7.47208,,
Ethiopia,1976,0.36129,8.47425,,
Ethiopia,1977,0.39707,8.51626,,
Ethiopia,1978,0.13917,7.01309,,
Ethiopia,1979,0.33717,9.79995,,
Ethiopia,1980,0.38167,9.31954,,
Ethiopia,1981,0.31355,9.14760,,
Ethiopia,1982,0.36208,8.66885,,
Ethiopia,1983,0.06781,7.86534,,
Ethiopia,1984,0.06278,8.24216,,
Ethiopia,1985,0.17616,8.70152,,
Ethiopia,1986,0.17645,7.98376,,
Ethiopia,1987,0.03413,7.97645,,
Ethiopia,1988,0.08224,10.20222,,
Ethiopia,1989,0.21103,6.84152,,
Ethiopia,1990,0.11283,6.97214,,
Ethiopia,1991,0.06285,5.21317,,
Ethiopia,1992,0.20744,8.09492,,
Ethiopia,1993,0.25646,10.58128,,
Ethiopia,1994,0.37169,11.68061,,
Ethiopia,1995,0.46880,14.25652,,
Ethiopia,1996,0.62125,13.54740,,
Ethiopia,1997,0.74796,12.48996,,
Ethiopia,1998,0.92171,17.38191,,
Ethiopia,1999,0.96843,14.91619,,
Ethiopia,2000,0.01344,8.54784,,
Fiji,1962,1.29523,14.68096,,
Fiji,1963,1.76953,26.33191,,
Fiji,1964,1.30817,33.68004,,
Fiji,1965,1.20145,34.04805,,
Fiji,1966,0.79687,29.50467,,
Fiji,1967,1.78630,38.50526,,
Fiji,1968,1.75068,40.35602,,
Fiji,1969,1.62573,42.84137,,
Fiji,1970,1.50498,42.72195,,
Fiji,1971,1.56888,47.58788,,
Fiji,1972,1.23743,46.31717,,
Fiji,1973,1.16707,44.22338,,
Fiji,1974,1.21236,45.45502,,
Fiji,1975,0.78326,36.42746,,
Fiji,1976,0.81771,35.18143,,
Fiji,1977,1.10991,39.42827,,
Fiji,1978,0.22308,23.52712,,
Fiji,1979,1.15411,45.50544,,
Fiji,1980,0.94767,46.23509,,
Fiji,1981,0.98934,50.84442,,
Fiji,1982,1.22772,45.79976,,
Fiji,1983,0.09291,23.13645,,
Fiji,1984,0.19340,26.58503,,
Fiji,1985,0.18558,27.05705,,
Fiji,1986,0.22325,21.49062,,
Fiji,1987,0.29033,19.47131,,
Fiji,1988,0.03703,27.45739,,
Fiji,1989,0.21768,28.22718,,
Fiji,1990,0.05056,30.42331,,
Fiji,1991,0.06039,27.45355,,
Fiji,1992,0.06201,28.75273,,
Fiji,1993,0.06034,29.88916,,
Fiji,1994,0.05028,28.72123,,
Fiji,1995,0.04910,23.67255,,
Fiji,1996,0.10038,25.29384,,
Fiji,1997,0.05805,27.79725,,
Fiji,1998,0.58360,33.83675,,
Fiji,1999,0.74093,37.73793,,
Fiji,2000,0.07834,32.55525,,
Finland,1962,0.04086,13.14029,,
Finland,1963,0.18176,13.60818,,
Finland,1964,0.21989,14.87081,,
Finland,1965,0.23392,15.31209,,
Finland,1966,0.23079,14.81440,,
Finland,1967,0.23546,14.12823,,
Finland,1968,0.24969,13.97843,,
Finland,1969,0.25365,16.38545,,
Finland,1970,0.32834,19.69246,,
Finland,1971,0.18490,18.80024,,
Finland,1972,0.22437,18.63780,,
Finland,1973,0.27668,18.45676,,
Finland,1974,0.34209,21.95291,,
Finland,1975,0.34641,20.85445,,
Finland,1976,0.29684,18.39575,,
Finland,1977,0.40335,17.57750,,
Finland,1978,0.31570,17.04991,,
Finland,1979,0.34010,19.59403,,
Finland,1980,0.38615,21.85753,,
Finland,1981,0.28725,20.15044,,
Finland,1982,0.24108,18.63269,,
Finland,1983,0.23316,18.22560,,
Finland,1984,0.26065,16.83058,,
