Entity,Year,Public expenditure on health %GDP (OWID extrapolated series),Public expenditure on health %GDP - (Lindert (1994)),Public expenditure on health %GDP - (OECD (1993)),Public expenditure on health %GDP (OECDstat (2016)),Public expenditure on health %GDP (WHO (2017))
Democratic Republic of Congo,2007,1.20943434,,,,1.20943434
Democratic Republic of Congo,2008,2.09987276,,,,2.09987276
Democratic Republic of Congo,2009,2.36297906,,,,2.36297906
Democratic Republic of Congo,2010,1.06259561,,,,1.06259561
Democratic Republic of Congo,2011,1.25526855,,,,1.25526855
Democratic Republic of Congo,2012,1.68717363,,,,1.68717363
Democratic Republic of Congo,2013,1.32344175,,,,1.32344175
Democratic Republic of Congo,2014,1.59835647,,,,1.59835647
Denmark,1880,0.1,0.1,,,
Denmark,1890,0.28,0.28,,,
Denmark,1900,0.46,0.46,,,
Denmark,1910,0.44,0.44,,,
Denmark,1920,1.15,1.15,,,
Denmark,1930,0.7,0.7,,,
Denmark,1960,4.029747067,,3.23,,
Denmark,1961,4.540997743,,3.64,,
Denmark,1962,4.73281119,,3.80,,
Denmark,1963,4.944725204,,3.97,,
Denmark,1964,4.859526871,,3.90,,
Denmark,1965,5.191318117,,4.16,,
Denmark,1966,5.676302537,,4.55,,
Denmark,1967,6.200540985,,4.97,,
Denmark,1968,6.543295694,,5.25,,
Denmark,1969,6.771780468,,5.43,,
Denmark,1970,6.524650515,,5.23,,
Denmark,1971,6.849994077,,5.49,6.5114,
Denmark,1972,6.945410495,,5.44,6.6021,
Denmark,1973,6.748265658,,5.25,6.4147,
Denmark,1974,7.473198993,,5.77,7.1038,
Denmark,1975,7.714107038,,5.94,7.3328,
Denmark,1976,7.752925845,,5.82,7.3697,
Denmark,1977,7.532321404,,5.56,7.16,
Denmark,1978,7.664347429,,5.59,7.2855,
Denmark,1979,7.83066866,,5.60,7.4436,
Denmark,1980,7.754293446,,5.80,7.371,
Denmark,1981,7.934080279,,5.80,7.5419,
Denmark,1982,7.966587085,,5.82,7.5728,
Denmark,1983,7.690331834,,5.57,7.3102,
Denmark,1984,7.211356144,,5.38,6.8549,
Denmark,1985,7.156441734,,5.30,6.8027,
Denmark,1986,6.862407679,,5.12,6.5232,
Denmark,1987,7.126144128,,5.31,6.7739,
Denmark,1988,7.285101358,,5.48,6.925,
Denmark,1989,7.137926531,,5.39,6.7851,
Denmark,1990,6.9739197,,5.25,6.6292,
Denmark,1991,6.963925698,,5.32,6.6197,
Denmark,1992,6.944884495,,,6.6016,
Denmark,1993,7.18579254,,,6.8306,
Denmark,1994,6.945831295,,,6.6025,
Denmark,1995,6.70534405,,,6.3739,6.70534405
Denmark,1996,6.76753736,,,6.4199,6.76753736
Denmark,1997,6.70631223,,,6.3307,6.70631223
Denmark,1998,6.69465416,,,6.1178,6.69465416
Denmark,1999,7.51701933,,,6.9375,7.51701933
Denmark,2000,7.29518541,,,6.7353,7.29518541
Denmark,2001,7.66053888,,,7.0464,7.66053888
