Entity,Year,Coal (%),Crude oil (%),Natural gas (%),Hydroelectricity (Vaclav Smil (2017)),Nuclear (%),Wind and solar (Vaclav Smil (2017)),Modern biofuels (Vaclav Smil (2017)),Traditional biofuels (%),Solar (%),Other renewables (%),Hydropower (%),Wind (%)

