Entity,Year,Average temperature anomaly,Average temperature anomaly weighted by population,Average temperature anomaly weighted by area,Maximum temperature anomaly,Maximum temperature anomaly weighted by population,Maximum temperature anomaly weighted by area,Minimum temperature anomaly,Minimum temperature anomaly weighted by population,Minimum temperature anomaly weighted by area

