Entity,Year,DRAFT Military expenditure (COW 2017),DRAFT Military personnel (COW 2017),"DRAFT Military expenditure, in constant 2015 US$ (COW & SIPRI 2017 - Merged)",DRAFT Military personnel relative to total population (COW 2017),"DRAFT Military expenditure per capita, in constant 2015 US$ (COW & SIPRI 2017 - Merged)","DRAFT Military expenditure, in current US$ (COW & SIPRI 2017 - Merged)","DRAFT Military expenditure, in constant 2015 US$ (SIPRI 2017)","DRAFT Military expenditure, in current US$ (SIPRI 2017)","DRAFT Military expenditure per capita, in current US$ (COW & SIPRI 2017 - Merged)"

