Entity,Year,"Paid and subsistence work, men (UNSD (2016))","Unpaid domestic, care and volunteer work, men (UNSD (2016))","Paid and subsistence work, women (UNSD (2016))","Unpaid domestic, care and volunteer work, women (UNSD (2016))"

